20768 TRCID	CASRN	Nist-Mod
5087	628444	3 1 5 2 1 4 1 82
12138	597900	3 1 5 2 1 4 1 82
16496	0	3 1 5 2 1 4 5 78 1 79
10779	126529075	3 1 5 2 1 46
16409	0	3 1 5 2 1 46 1 66
18853	0	3 1 5 2 1 6 1 35
18854	0	3 1 5 2 1 6 1 35
12809	41845492	3 1 5 2 1 78 1 79 1 80
3564	4485136	3 1 5 2 1 8
8937	15918077	3 1 5 2 1 8
9008	53966511	3 1 5 2 1 8
11531	2129955	3 1 5 2 1 8
18813	77388831	3 1 5 2 1 8
430	106218	3 1 5 2 2 3 1 14
12636	15250223	3 1 5 2 2 3 1 14
12981	66719344	3 1 5 2 2 3 1 14
13798	66256620	3 1 5 2 2 3 1 14
13803	66719322	3 1 5 2 2 3 1 14
13804	66719333	3 1 5 2 2 3 1 14
15169	62417087	3 1 5 2 2 3 1 14
17643	38514157	3 1 5 2 2 3 1 14
17847	66719457	3 1 5 2 2 3 1 14
17896	77331374	3 1 5 2 2 3 1 20
15777	0	3 1 5 2 2 3 1 21
17889	7540707	3 1 5 2 2 3 1 42
18206	0	3 1 5 2 2 3 1 64
31262	6283869	3 1 5 2 2 3 1 77 1 81
2623	26533313	3 1 5 2 2 3 1 81
2624	26533335	3 1 5 2 2 3 1 81
2805	29843627	3 1 5 2 2 3 1 81
12694	19781272	3 1 5 2 2 3 1 81
15236	66256608	3 1 5 2 2 3 1 81
15237	66256619	3 1 5 2 2 3 1 81
17457	14779921	3 1 5 2 2 3 1 81
17499	19781283	3 1 5 2 2 3 1 81
17579	26981986	3 1 5 2 2 3 1 81
17751	60671321	3 1 5 2 2 3 1 81
17845	66719435	3 1 5 2 2 3 1 81
17846	66719446	3 1 5 2 2 3 1 81
17854	66731951	3 1 5 2 2 3 1 81
18205	0	3 1 5 2 2 3 1 81
18277	0	3 1 5 2 2 3 5 78 1 79
28116	0	3 1 5 2 2 78 3 79
28117	0	3 1 5 2 2 78 3 79
28118	0	3 1 5 2 2 78 3 79
28119	0	3 1 5 2 2 78 3 79
18454	0	3 1 5 2 4 9 1 12 1 13
22751	30784306	3 1 5 2 4 9 1 17 1 195
16735	0	3 1 5 2 5 9 1 195
17918	88617134	3 1 5 2 7 9 2 10 1 195
11300	13871891	3 1 5 78 1 79 1 176
12714	2158556	3 1 5 78 1 79 1 80
12780	35099899	3 1 5 78 1 79 1 80
11594	24139375	3 1 5 78 3 79 2 80
21950	24139386	3 1 5 78 3 79 2 80
27675	24145913	3 1 5 78 3 79 2 80
27676	24145902	3 1 5 78 3 79 2 80
28224	0	3 1 5 78 5 79
28231	49765802	3 1 5 78 5 79
28232	0	3 1 5 78 5 79
28233	0	3 1 5 78 5 79
28234	49765835	3 1 5 78 5 79
28235	49765846	3 1 5 78 5 79
28236	49765857	3 1 5 78 5 79
28237	49765879	3 1 5 78 5 79
28238	0	3 1 5 78 5 79
28239	0	3 1 5 78 5 79
28240	49765711	3 1 5 78 5 79
28241	49765722	3 1 5 78 5 79
28242	49765733	3 1 5 78 5 79
28243	49765744	3 1 5 78 5 79
28244	0	3 1 5 78 5 79
28245	0	3 1 5 78 5 79
3501	4316352	3 1 5 9 1 10 1 152
31426	768321	3 1 5 9 1 10 1 173
10636	141271514	3 1 5 9 1 10 1 26 1 80 1 164
31423	14856792	3 1 5 9 1 10 1 32 1 173
2949	32398677	3 1 5 9 1 10 1 66 1 302
12360	769573	3 1 5 9 1 10 1 70
4772	614459	3 1 5 9 1 10 1 77 1 141
13926	7070088	3 1 5 9 1 10 2 78 1 79 2 80 1 202
16691	0	3 1 5 9 1 12 1 70
17796	65757611	3 1 5 9 1 13 1 26
5827	774652	3 1 5 9 1 130
26517	70887319	3 1 5 9 1 18 1 195 1 301
6490	98066	3 1 5 9 1 195
24511	1712749	3 1 5 9 1 25 1 195
22789	35947672	3 1 5 9 1 80 1 126 1 195
4045	5406586	3 1 5 9 2 25 1 80 1 195
9074	0	3 1 5 9 2 78 2 79 2 80 1 195
16913	0	3 1 5 9 3 78 2 79 1 80 1 195
13983	102885	3 1 50 2 1 35
8097	620644	3 1 53 2 1 3 3 22
7255	2752990	3 1 53 2 1 3 3 6 3 22
7231	18641571	3 1 59 2 1 3 3 22
8232	81913248	3 1 59 2 1 3 3 6 3 22
11369	16238167	3 1 6 2 1 103
9874	13624050	3 1 6 2 1 14 1 135 1 137
6084	871227	3 1 6 2 1 186
14193	13002147	3 1 6 2 1 186
17192	0	3 1 6 2 1 208
18333	0	3 1 6 2 1 25 1 301
123	5911046	3 1 6 2 1 3
1604	15869859	3 1 6 2 1 3
1605	15869860	3 1 6 2 1 3
1814	17301949	3 1 6 2 1 3
2928	3178298	3 1 6 2 1 3
4398	5881174	3 1 6 2 1 3
6087	871830	3 1 6 2 1 3
28065	53213471	3 1 6 2 1 3
28066	361382378	3 1 6 2 1 3
15818	0	3 1 6 2 1 3 1 14 1 35
11918	50639026	3 1 6 2 1 3 1 19
12349	75854681	3 1 6 2 1 3 1 22
12429	91933265	3 1 6 2 1 3 1 22
12607	116530406	3 1 6 2 1 3 1 22
12702	20286446	3 1 6 2 1 3 1 22
12872	5458617	3 1 6 2 1 3 1 22
13025	86051378	3 1 6 2 1 3 1 22
13520	56423439	3 1 6 2 1 3 1 22
13818	7155206	3 1 6 2 1 3 1 22
15003	5129555	3 1 6 2 1 3 1 22
15778	0	3 1 6 2 1 3 1 22
17228	55193152	3 1 6 2 1 3 1 22
17693	51771687	3 1 6 2 1 3 1 22
18064	0	3 1 6 2 1 3 1 22
15361	68975451	3 1 6 2 1 3 1 25
15835	0	3 1 6 2 1 3 1 25
15837	854256727	3 1 6 2 1 3 1 25
15858	0	3 1 6 2 1 3 1 25
18332	0	3 1 6 2 1 3 1 25 1 77
15461	78579609	3 1 6 2 1 3 1 32
17606	31848938	3 1 6 2 1 3 1 35 1 81
19056	0	3 1 6 2 1 3 1 6 1 19
2417	2349135	3 1 6 2 1 3 1 77
11608	24551959	3 1 6 2 1 3 1 77
11713	30982026	3 1 6 2 1 3 1 77
28124	0	3 1 6 2 1 3 1 77
28168	59415020	3 1 6 2 1 3 1 77
28872	0	3 1 6 2 1 3 1 81 1 186
18481	0	3 1 6 2 1 3 1 81 1 301
4660	6065594	3 1 6 2 1 3 2 77
12851	52886836	3 1 6 2 1 3 2 77
16583	0	3 1 6 2 1 3 2 77
31290	588432	3 1 6 2 1 3 3 25
28508	0	3 1 6 2 1 3 4 77
6062	85698	3 1 6 2 1 3 4 9 2 128
14326	1534130	3 1 6 2 1 301
16985	0	3 1 6 2 1 301
17582	27649338	3 1 6 2 1 301
17756	6137220	3 1 6 2 1 301
18485	0	3 1 6 2 1 301
14962	44979900	3 1 6 2 1 35
2423	2370141	3 1 6 2 1 4 1 14
12265	66719355	3 1 6 2 1 4 1 14
14629	25570074	3 1 6 2 1 4 1 14
14555	22167937	3 1 6 2 1 4 1 42
319	10297571	3 1 6 2 1 4 1 82
2208	21078728	3 1 6 2 1 4 1 82
2282	2198723	3 1 6 2 1 4 1 82
2411	23418384	3 1 6 2 1 4 1 82
3041	33933787	3 1 6 2 1 4 1 82
11518	2051323	3 1 6 2 1 4 1 82
17641	38395425	3 1 6 2 1 4 1 82
18278	0	3 1 6 2 1 4 5 78 1 79
15682	99862756	3 1 6 2 1 46
18896	0	3 1 6 2 1 6 1 8
11586	23381922	3 1 6 2 1 8
13401	37549885	3 1 6 2 1 8
17417	130364715	3 1 6 2 1 8
19100	0	3 1 6 2 1 8
12773	33933801	3 1 6 2 2 3 1 14
21867	1117471	3 1 6 2 2 3 1 14
18101	0	3 1 6 2 2 3 1 21
18122	0	3 1 6 2 2 3 1 21
28881	0	3 1 6 2 2 3 1 24 1 81 1 186
18036	97029715	3 1 6 2 2 3 1 42
16163	0	3 1 6 2 2 3 1 5 1 77
322	103082	3 1 6 2 2 3 1 81
12690	19780713	3 1 6 2 2 3 1 81
12691	19780735	3 1 6 2 2 3 1 81
14112	115667953	3 1 6 2 2 3 1 81
15721	0	3 1 6 2 2 3 1 81
17554	25564572	3 1 6 2 2 3 1 81
18070	0	3 1 6 2 2 3 1 81
18071	0	3 1 6 2 2 3 1 81
18072	0	3 1 6 2 2 3 1 81
18073	0	3 1 6 2 2 3 1 81
8690	0	3 1 6 2 2 3 5 9 1 12
29468	2374143	3 1 6 2 3 74 3 176
12414	841076	3 1 6 2 3 9 3 12
18462	0	3 1 6 2 5 9 1 195
18587	0	3 1 6 2 7 9 2 10 1 195
7148	707357	3 1 6 78 1 79 3 80
16676	0	3 1 6 78 5 79
16554	0	3 1 6 9 2 10 1 12 1 13
17599	30767090	3 1 6 9 2 10 1 13 2 78 1 195
18575	0	3 1 6 9 2 10 2 12 1 79 1 80
1179	13002103	3 1 7 2 1 186
12280	688824	3 1 7 2 1 186
6889	5721915	3 1 7 2 1 19 1 22 7 78 4 79 2 80 1 202
17194	0	3 1 7 2 1 208
1816	17302135	3 1 7 2 1 3
2723	2847725	3 1 7 2 1 3
5455	6975980	3 1 7 2 1 3
9848	13151343	3 1 7 2 1 3
10839	0	3 1 7 2 1 3
12612	13151354	3 1 7 2 1 3
14401	17302113	3 1 7 2 1 3
14402	17302124	3 1 7 2 1 3
17335	5911057	3 1 7 2 1 3
2387	2311593	3 1 7 2 1 3 1 22
3855	5129566	3 1 7 2 1 3 1 22
12256	6624584	3 1 7 2 1 3 1 22
12291	6938483	3 1 7 2 1 3 1 22
15811	0	3 1 7 2 1 3 1 22
16071	0	3 1 7 2 1 3 1 22
18810	75854716	3 1 7 2 1 3 1 22
21974	55195294	3 1 7 2 1 3 1 22
14069	110458418	3 1 7 2 1 3 1 25
15558	90689240	3 1 7 2 1 3 1 25
15838	0	3 1 7 2 1 3 1 25
15859	0	3 1 7 2 1 3 1 25
17689	51182833	3 1 7 2 1 3 1 25
17959	91635404	3 1 7 2 1 3 1 25
17960	91635415	3 1 7 2 1 3 1 25
17961	91635426	3 1 7 2 1 3 1 25
19057	0	3 1 7 2 1 3 1 6 1 19
628	109159	3 1 7 2 1 3 1 77
5382	68443630	3 1 7 2 1 3 1 77
13347	29619645	3 1 7 2 1 3 1 77
14704	2985480	3 1 7 2 1 3 1 77
17533	2458993	3 1 7 2 1 3 1 77
17543	25234268	3 1 7 2 1 3 1 77
28144	104263721	3 1 7 2 1 3 1 77
11235	1113924	3 1 7 2 1 3 2 77
13568	6315953	3 1 7 2 1 301
18236	0	3 1 7 2 1 301
14651	26981817	3 1 7 2 1 35
14047	106594847	3 1 7 2 1 4 1 14
14288	14250807	3 1 7 2 1 4 1 14
15798	0	3 1 7 2 1 4 1 41
17967	92030541	3 1 7 2 1 4 1 41
14438	18000481	3 1 7 2 1 4 1 42
30892	7341222	3 1 7 2 1 4 1 60
13934	100386172	3 1 7 2 1 4 1 77 1 82
11173	3396029	3 1 7 2 1 4 1 82
13488	5340512	3 1 7 2 1 4 1 82
13583	6632946	3 1 7 2 1 4 1 82
17566	26209949	3 1 7 2 1 4 1 82
17914	87258262	3 1 7 2 1 4 1 82
8950	20634439	3 1 7 2 1 8
12108	56888881	3 1 7 2 1 8
18635	1042768	3 1 7 2 1 8
18919	0	3 1 7 2 1 8
17398	105902918	3 1 7 2 2 3 1 14
17716	55514255	3 1 7 2 2 3 1 14
21857	0	3 1 7 2 2 3 1 14
17978	92169227	3 1 7 2 2 3 1 42
17992	93310033	3 1 7 2 2 3 1 42
2068	19780315	3 1 7 2 2 3 1 81
12775	33978711	3 1 7 2 2 3 1 81
12929	60671365	3 1 7 2 2 3 1 81
14021	10348353	3 1 7 2 2 3 1 81
17378	10348342	3 1 7 2 2 3 1 81
17898	79092287	3 1 7 2 2 3 1 81
22240	82749562	3 1 7 2 2 3 1 81
16779	0	3 1 7 2 4 9 1 11 1 195
11996	54964839	3 1 7 2 5 78 5 79
11998	54964851	3 1 7 2 5 78 5 79
12017	55191258	3 1 7 2 5 9 1 195
1791	17085915	3 1 7 9 2 10 1 195
2735	2876359	3 1 7 9 2 10 1 195
32640	84479	3 1 7 9 2 10 2 178 1 195
7841	15299997	3 1 7 9 3 10 1 26 1 103
14238	13399445	3 1 7 9 3 10 1 70
7648	13002089	3 1 8 2 1 186
12124	5921802	3 1 8 2 1 186
179	1002433	3 1 8 2 1 3
5488	7045718	3 1 8 2 1 3
8637	55194280	3 1 8 2 1 3
11372	1632708	3 1 8 2 1 3
11416	17302339	3 1 8 2 1 3
12464	998356	3 1 8 2 1 3
12662	17302362	3 1 8 2 1 3
12761	2980690	3 1 8 2 1 3
14393	17085960	3 1 8 2 1 3
15820	0	3 1 8 2 1 3 1 22
17230	55193221	3 1 8 2 1 3 1 22
17909	86051390	3 1 8 2 1 3 1 22
18172	0	3 1 8 2 1 3 1 22
21923	29803245	3 1 8 2 1 3 1 22
15860	0	3 1 8 2 1 3 1 25
15861	0	3 1 8 2 1 3 1 25
16530	0	3 1 8 2 1 3 1 25
19059	0	3 1 8 2 1 3 1 6 1 19
18149	0	3 1 8 2 1 3 1 77
28123	0	3 1 8 2 1 3 1 77
15038	54580493	3 1 8 2 1 3 2 77
16584	0	3 1 8 2 1 3 2 77
310	102829	3 1 8 2 1 35
6805	4088373	3 1 8 2 1 35
11589	2370152	3 1 8 2 1 4 1 14
14042	105902907	3 1 8 2 1 4 1 14
16156	0	3 1 8 2 1 4 1 21
15813	0	3 1 8 2 1 4 1 29
14500	19758011	3 1 8 2 1 4 1 42
15602	92169158	3 1 8 2 1 4 1 42
15830	0	3 1 8 2 1 4 1 5
13269	21078682	3 1 8 2 1 4 1 82
13489	5340523	3 1 8 2 1 4 1 82
13494	5340772	3 1 8 2 1 4 1 82
13772	5340318	3 1 8 2 1 4 1 82
14758	32836423	3 1 8 2 1 4 1 82
15735	0	3 1 8 2 1 4 1 82
17506	21078808	3 1 8 2 1 4 1 82
17958	91635391	3 1 8 2 1 4 1 82
12334	7367386	3 1 8 2 1 8
18835	92031942	3 1 8 2 1 8
18922	0	3 1 8 2 1 8
17609	32477171	3 1 8 2 2 3 1 42
17996	93761423	3 1 8 2 2 3 1 42
22994	0	3 1 8 2 4 9 1 17 1 195
7598	10224916	3 1 8 9 1 10 2 12 1 13
6086	87183	3 1 8 9 1 17 1 130 1 195
17915	87946654	3 1 9 2 1 25 1 26 1 80
1562	1560970	3 1 9 2 1 3
1819	17312571	3 1 9 2 1 3
4723	6117971	3 1 9 2 1 3
10840	0	3 1 9 2 1 3
11418	17312582	3 1 9 2 1 3
11419	17312606	3 1 9 2 1 3
11420	17312639	3 1 9 2 1 3
12664	17312593	3 1 9 2 1 3
12667	17453939	3 1 9 2 1 3
12927	6044719	3 1 9 2 1 3
17476	17312617	3 1 9 2 1 3
298	10233133	3 1 9 2 1 3 1 22
6881	5487627	3 1 9 2 1 3 1 22
7036	5129588	3 1 9 2 1 3 1 22
13779	55193323	3 1 9 2 1 3 1 22
17216	55193232	3 1 9 2 1 3 1 22
17231	55193801	3 1 9 2 1 3 1 22
17712	55193050	3 1 9 2 1 3 1 22
25153	55195227	3 1 9 2 1 3 1 22
15862	0	3 1 9 2 1 3 1 25
15863	0	3 1 9 2 1 3 1 25
12076	55554080	3 1 9 2 1 3 1 77
18173	0	3 1 9 2 1 3 1 77
18174	0	3 1 9 2 1 3 1 77
18175	0	3 1 9 2 1 3 1 77
31679	77907	3 1 9 2 1 4 1 21 2 22 1 77
17983	92857993	3 1 9 2 1 4 1 41
13996	102944036	3 1 9 2 1 4 1 42
16250	0	3 1 9 2 1 4 1 5
4560	597933	3 1 9 2 1 4 1 82
11379	1653378	3 1 9 2 1 4 1 82
12199	62101319	3 1 9 2 1 4 1 82
13487	5340501	3 1 9 2 1 4 1 82
17782	62958401	3 1 9 2 1 4 1 82
17783	62958412	3 1 9 2 1 4 1 82
31683	77941	3 1 9 2 1 4 2 22 1 77 1 82
16509	0	3 1 9 2 1 4 5 78 1 79
8959	24949426	3 1 9 2 1 8
15140	62060100	3 1 9 2 1 8
17349	100888151	3 1 9 2 2 3 1 14
17503	20247692	3 1 9 2 2 3 1 42
17879	73105687	3 1 9 2 2 3 1 42
17985	92862334	3 1 9 2 2 3 1 42
13041	98930893	3 1 9 2 2 3 1 81
14122	116436158	3 1 9 2 2 3 1 81
14109	115416734	3 1 9 2 4 9 1 12 1 13
7117	516541	3 1 9 78 5 79 2 80 1 81 1 301
22211	516552	3 1 9 78 5 79 2 80 1 81 1 301
2357	22679545	3 1 9 9 1 10 1 178 1 195
12803	3910358	3 1 9 9 1 10 1 78 2 195
7222	1625929	3 1 9 9 2 10 1 195
14537	2113602	3 1 9 9 2 10 1 195
16172	0	3 1 9 9 2 10 1 195
1980	18801008	3 1 9 9 4 10 1 195
13549	608720	3 10 3 11 3 64
21855	83430120	3 10 3 57 3 64
25523	793920	3 10 3 71 3 74
2015	19219819	3 11 3 53
8352	5324685	3 11 3 53
17248	10203459	3 11 3 53
4620	602960	3 11 3 57
2763	291214	3 135
19821	110907	3 188
30663	25714710	3 2 1 14 1 20
19907	1589497	3 2 1 14 1 24
1219	13325105	3 2 1 14 1 29
29110	906421270	3 2 1 14 1 30 1 74 5 75 1 77
29114	906421258	3 2 1 14 1 30 1 74 5 75 1 77
6357	93629	3 2 1 14 1 35 2 42
6282	928518	3 2 1 14 1 44
5055	627189	3 2 1 14 1 64
115	5390045	3 2 1 14 1 65
24039	461187	3 2 1 14 1 74
27432	83310978	3 2 1 14 1 74 3 75
32475	80806684	3 2 1 14 1 74 5 75
30629	64001065	3 2 1 14 2 25 2 78 1 79
880	1124636	3 2 1 14 5 78 1 79
16294	0	3 2 1 20 1 31 1 34
10382	89775531	3 2 1 21 1 41
5445	6962921	3 2 1 21 1 44
15874	0	3 2 1 21 1 64
868	112356	3 2 1 24 1 25 1 131
14837	36865415	3 2 1 24 1 64
7186	112607	3 2 1 25 2 131
21820	629367	3 2 1 25 2 44
4059	5414197	3 2 1 25 2 64
5343	674657	3 2 1 25 2 74
13523	56871	3 2 1 29 1 30 1 42
13815	70542	3 2 1 29 1 30 1 42
30739	2432748	3 2 1 29 1 41
5299	660888	3 2 1 29 1 42
16467	0	3 2 1 3 1 5 2 64
17926	90555821	3 2 1 3 1 8 1 44 1 51 2 69
18365	0	3 2 1 3 10 9 2 12 1 81
15295	66374887	3 2 1 3 15 9 3 12
6990	923422	3 2 1 3 3 42
12794	38300673	3 2 1 3 3 64
21963	36043159	3 2 1 4 3 14 1 30 1 81
14669	2831905	3 2 1 4 3 14 1 42
21961	36043126	3 2 1 4 3 14 1 45 1 81
21962	36043137	3 2 1 4 3 14 1 81 1 143
16373	0	3 2 1 4 3 65 1 82
4060	5414211	3 2 1 41 1 64
802	1119466	3 2 1 42 1 44
3970	53293008	3 2 1 42 1 65
14202	13059148	3 2 1 44 1 48
15532	89280115	3 2 1 44 1 49 1 64
34	2467109	3 2 1 44 1 51
9806	10297059	3 2 1 44 1 63
5427	6940789	3 2 1 44 1 64
9807	10297060	3 2 1 44 1 65
5971	821090	3 2 1 5 1 14
22113	0	3 2 1 5 1 14 1 25
1595	1577226	3 2 1 5 1 42
804	1119513	3 2 1 5 1 64
22841	0	3 2 1 5 2 78 1 79 1 201
16879	0	3 2 1 5 5 78 1 79
11353	1588449	3 2 1 5 5 9 1 12
22868	115181050	3 2 1 5 9 9 2 10 1 12
14772	34094207	3 2 1 64 4 78 1 79
16812	0	3 2 1 7 10 9 2 12
15551	90532482	3 2 1 8 1 44 4 69 1 70
11722	3178243	3 2 10 78 2 79
1800	1718509	3 2 10 9 2 12
17259	0	3 2 2 101
3802	504632	3 2 2 14
754	111488	3 2 2 14 1 135
751	111422	3 2 2 14 1 32
7608	111308	3 2 2 20
8112	628660	3 2 2 21
12567	4275289	3 2 2 21 1 135
5096	628682	3 2 2 21 1 25
7797	111966	3 2 2 24 1 25
22923	5197660	3 2 2 25 1 44 1 131
3629	462942	3 2 2 29
4226	56188	3 2 2 29 1 32
887	112572	3 2 2 29 3 32
15951	0	3 2 2 3 4 64
5268	646208	3 2 2 41
722	110941	3 2 2 42
5099	628762	3 2 2 44
2865	3070539	3 2 2 5
29378	4074888	3 2 2 5 1 25 2 77
6290	928983	3 2 2 60
5061	627316	3 2 2 63
641	109648	3 2 2 64
2438	2396636	3 2 2 65
26720	27905653	3 2 2 7 10 9 2 10
13322	26908236	3 2 2 9 1 14 1 160
17664	40339182	3 2 20 9 2 12 2 13
1149	126114	3 2 3 14 1 305
8166	77861	3 2 3 14 1 85
7470	1116627	3 2 3 5 1 172
21221	0	3 2 3 5 4 9 1 10 1 53 1 173
7669	2633570	3 2 3 5 5 9 1 10 1 173
31431	1094764	3 2 3 9 1 30 1 42 2 57 1 157
17033	0	3 2 3 9 3 12 7 78 1 79
30431	58399	3 2 4 9 1 14 1 69 2 78 2 79 1 187 2 190 1 201 1 202 1 307
27233	929259370	3 2 4 9 2 10 1 24 3 25 1 64
3022	3360416	3 2 5 9 1 12 1 14
2361	2270204	3 2 5 9 1 12 1 42
17044	0	3 2 5 9 1 12 1 51
15069	5716745	3 2 5 9 1 12 4 78 1 79
19136	6837054	3 2 5 9 1 13 2 14
16478	0	3 2 5 9 1 64 1 178
31684	16898525	3 2 6 78 2 79 2 188
19823	69238	3 2 7 9 3 10 1 14 1 74 2 78 1 187 2 190 1 307
6618	126147	3 2 8 21 3 26 5 79 1 80
22254	22247661	3 2 8 9 2 10 2 25 2 124
11034	117499248	3 2 8 9 4 10 2 25 2 64
11018	97432274	3 2 8 9 4 10 2 25 2 65
11680	2883070	3 2 9 78 2 79
2676	275514	3 201 2 202
6847	488595	3 206
19860	87898	3 206
19973	6917357	3 206
22764	32986564	3 26 1 29 2 78 6 79 4 81 1 132 4 180
2706	281323	3 26 3 78 1 79
8463	34612389	3 26 5 79 2 81 4 132 4 206
7026	3058386	3 36 3 57
11471	18963003	3 44 1 46
28660	51775361	3 44 2 45 1 49 1 78 1 79 2 80
28662	64618673	3 44 3 45 1 49 1 79 2 80
28657	57981290	3 44 3 45 1 78 1 79 2 80
28671	208049585	3 44 4 45 1 79 2 80
10922	39765805	3 45 2 46 1 49 2 69 2 79 1 203
21198	5103731	3 45 2 46 1 49 2 69 2 79 1 203
7668	2372318	3 5 1 172
15436	7641807	3 5 3 9 3 10
2613	2631687	3 53 3 57
2933	319880	3 53 3 71
24238	827123	3 53 3 71
24239	827134	3 53 3 71
10638	141510056	3 57 10 78 1 155 2 157
9514	1423116	3 57 3 71
10903	1720327	3 6 10 9 2 10
26157	96915058	3 6 2 8 4 70 1 201 1 203
24165	190885	3 6 4 8 3 70 1 201 1 203
26139	92627264	3 6 6 8 4 70
26159	96915081	3 6 6 8 5 70
26166	96928777	3 6 6 8 6 70
24265	1495494	3 63 1 76
3641	464108	3 64 1 305
3117	353548	3 64 1 76
15479	815145	3 69 1 70 1 145
3499	431527	3 69 1 70 1 74
13105	594912	3 74 1 75 1 76
13381	354927	3 74 1 76
3137	355044	3 74 2 75 1 76
11109	865714	3 74 2 75 1 76
9312	374765	3 74 3 75 3 76
32787	423030	3 74 4 75 3 76
32800	116652701	3 74 4 75 3 76
32802	116667539	3 74 4 75 3 76
10258	67324758	3 74 5 75 1 76
6323	931919	3 75
5641	75194	3 78
7943	285676	3 78 1 109
3757	4988334	3 78 1 110
593	108554	3 78 1 121
4813	616455	3 78 1 125
7437	96480	3 78 1 126
6485	97994	3 78 1 132
667	110010	3 78 1 135
25702	6861616	3 78 1 136
24220	666160	3 78 1 143
14565	2266537	3 78 1 143 1 201
2528	2516349	3 78 1 180
7816	123751	3 78 1 188
3502	4318370	3 78 1 188 1 189
1043	120945	3 78 1 189
22236	1004928	3 78 1 191 2 201
1356	142290	3 78 1 201
6858	5057987	3 78 1 206
26327	5057998	3 78 1 206
21458	63175951	3 78 1 79 1 201 1 202
2767	2919235	3 78 1 79 1 81
454	106525	3 78 1 79 1 81 1 189
3143	3554743	3 78 1 79 1 81 1 189
5985	822673	3 78 1 79 1 81 1 201
12404	822662	3 78 1 79 1 81 1 201
5094	6286437	3 78 1 79 1 81 1 206
6094	872504	3 78 1 86
7738	505668	3 78 2 188
3374	4054380	3 78 2 201
30196	6074993	3 78 2 201 2 202
1948	185944	3 78 2 79
25094	311751	3 78 2 79
8284	278740	3 78 2 79 1 109
8896	3146392	3 78 2 79 1 109
7044	498668	3 78 2 79 1 201
22831	0	3 78 2 79 1 201
2850	3048655	3 78 2 79 2 201
8588	3054919	3 78 2 79 2 201
31417	60223156	3 78 2 79 2 301
8126	6572903	3 78 2 83
10350	49786325	3 78 2 86 1 203
1967	187268	3 78 4 79
7257	287138	3 78 4 79
13100	279196	3 78 4 79
24690	279185	3 78 4 79
13696	133211	3 78 5 79 1 81 1 201
25587	4421323	3 78 8 79
9754	7158250	3 78 8 79 2 201
6636	14049037	3 79 3 81 1 132 1 143
719	110883	3 84
8181	827167	3 86
12332	7344345	3 9 1 10 1 11 1 12 1 201
16382	0	3 9 1 10 1 11 1 12 1 25
16387	0	3 9 1 10 1 11 1 12 1 25 1 78
1004	1195091	3 9 1 10 1 11 1 17 1 24
6347	93516	3 9 1 10 1 11 1 17 1 24
8129	6627550	3 9 1 10 1 11 1 17 1 64
6398	94746	3 9 1 10 1 11 1 25 1 42 1 53
29373	39513752	3 9 1 10 1 11 1 25 1 78 1 178
16072	0	3 9 1 10 1 11 1 36 1 64
24196	452686	3 9 1 10 1 11 1 63 1 71
25719	13194677	3 9 1 10 1 11 1 63 1 71
31924	7697270	3 9 1 10 1 11 1 64 1 124
31925	6967824	3 9 1 10 1 11 1 64 1 124
31926	76006332	3 9 1 10 1 11 1 64 1 124
31927	68837592	3 9 1 10 1 11 1 64 1 124
31928	7697281	3 9 1 10 1 11 1 64 1 124
3754	498000	3 9 1 10 1 12 1 14 1 17 1 24
9497	1078199	3 9 1 10 1 12 1 24 2 78 1 178
9741	6836197	3 9 1 10 1 12 1 24 2 78 1 178
23172	33892750	3 9 1 10 1 12 1 24 2 78 1 178
10080	22190336	3 9 1 10 1 12 1 64 1 157
1451	148538	3 9 1 10 1 17 1 24 1 123
4886	621590	3 9 1 10 1 17 1 24 1 123
7197	121335	3 9 1 10 1 17 1 24 1 123
1047	121346	3 9 1 10 1 17 1 24 1 124
33022	3943746	3 9 1 10 1 17 1 24 1 127
1744	16766306	3 9 1 10 1 17 1 24 1 53
11785	3743235	3 9 1 10 1 17 1 24 1 53
12326	72403033	3 9 1 10 1 17 1 24 1 53
12363	77102922	3 9 1 10 1 17 1 24 1 53
1573	1568703	3 9 1 10 1 17 1 24 1 57
2954	3251567	3 9 1 10 1 17 1 24 1 57
5205	636931	3 9 1 10 1 17 1 24 1 57
5824	773762	3 9 1 10 1 17 1 38 2 53
13514	5470655	3 9 1 10 1 17 1 57 1 64
13534	5847596	3 9 1 10 1 17 1 57 1 64
6149	88302	3 9 1 10 1 17 1 57 1 74
14869	386721	3 9 1 10 1 17 1 57 1 74
32244	6375479	3 9 1 10 1 18 1 24 1 36 1 306
32243	26408286	3 9 1 10 1 18 1 24 1 41 1 157 1 306
10125	50651393	3 9 1 10 1 18 1 24 1 57 1 306
22768	33721549	3 9 1 10 1 18 1 24 1 57 1 306
9477	932161	3 9 1 10 1 18 1 34
9478	932627	3 9 1 10 1 18 1 34
24702	1192581	3 9 1 10 1 20 1 34
9617	2486693	3 9 1 10 1 24 1 36 1 124
9647	2840268	3 9 1 10 1 24 1 36 1 124
9687	3177808	3 9 1 10 1 24 1 36 1 124
9723	6705039	3 9 1 10 1 24 1 36 1 124
10298	74165745	3 9 1 10 1 24 1 36 1 124
9253	99592	3 9 1 10 1 24 1 36 1 57
9377	577720	3 9 1 10 1 24 1 36 1 57
32242	97529	3 9 1 10 1 24 1 36 1 57
