20768 TRCID	CASRN	Nist-Mod
1432	14641248	1 2 1 131 1 205
4192	556525	1 2 1 14 1 107
30982	57044254	1 2 1 14 1 107
30983	60456237	1 2 1 14 1 107
2583	2580587	1 2 1 14 1 125 1 188 1 190
3168	359137	1 2 1 14 1 146
28345	6367120	1 2 1 14 1 18 1 33 1 92
9284	141468	1 2 1 14 1 20
21531	58166226	1 2 1 14 1 25 1 26 2 79 1 80 1 81 1 82 1 132 2 206
27659	3356885	1 2 1 14 1 25 1 78 1 87
8233	931408	1 2 1 14 1 25 1 79 1 126
9701	6227505	1 2 1 14 1 25 2 26 3 79 1 80 2 81 2 132 3 206
19931	512696	1 2 1 14 1 25 2 26 3 79 1 80 2 81 2 132 3 206
13528	57501	1 2 1 14 1 26 1 79 1 80 1 81 2 132 2 206
4903	622402	1 2 1 14 1 27 1 78 1 190
1334	141435	1 2 1 14 1 29
7266	312845	1 2 1 14 1 30 1 42
8349	302841	1 2 1 14 1 30 1 42
24992	56451	1 2 1 14 1 30 1 42
9626	2543400	1 2 1 14 1 30 1 42 2 100
10504	106482875	1 2 1 14 1 30 1 42 3 100
9627	2543444	1 2 1 14 1 30 1 42 4 100
651	109784	1 2 1 14 1 41
5914	79141	1 2 1 14 1 42
16226	0	1 2 1 14 1 42 1 207
488	107073	1 2 1 14 1 44
4807	616239	1 2 1 14 1 44 1 45
4571	598389	1 2 1 14 1 48
7804	115208	1 2 1 14 1 51
4985	625489	1 2 1 14 1 55
4615	60242	1 2 1 14 1 60
503	107197	1 2 1 14 1 65
5695	75898	1 2 1 14 1 74
3446	422059	1 2 1 14 1 74 1 75
31892	423654	1 2 1 14 1 74 10 75
31891	15622578	1 2 1 14 1 74 12 75
3255	375019	1 2 1 14 1 74 2 75
31259	355282	1 2 1 14 1 74 3 75
31717	423461	1 2 1 14 1 74 4 75
26908	375826	1 2 1 14 1 74 5 75
26909	307302	1 2 1 14 1 74 6 75
26910	423563	1 2 1 14 1 74 7 75
26554	307379	1 2 1 14 1 74 8 75
25400	307460	1 2 1 14 1 74 9 75
5752	76379	1 2 1 14 1 75 1 146
21664	5336083	1 2 1 14 1 79 1 126 1 206
32575	2782094	1 2 1 14 1 79 1 126 1 206
28062	470235	1 2 1 14 1 80 1 82 1 132 1 206
9387	597126	1 2 1 14 2 26 4 79 1 80 3 81 3 132 2 206
31499	23936041	1 2 1 14 2 78 1 125 1 190
348	103764	1 2 1 14 2 78 1 188 1 190
27334	2516338	1 2 1 14 2 78 1 79
9130	2144403	1 2 1 14 2 78 1 79 1 132
28493	498635	1 2 1 14 2 78 1 79 1 188
8329	90802	1 2 1 14 2 79 1 81 1 126 1 206
3149	355806	1 2 1 14 3 75 1 146
11240	1120805	1 2 1 14 3 78 1 202
3529	4415821	1 2 1 14 3 78 1 79
3061	3433372	1 2 1 14 3 78 1 79 1 188
3617	4606659	1 2 1 14 3 78 1 79 1 188
6929	6457494	1 2 1 14 3 78 1 79 1 188
2187	20845345	1 2 1 14 3 78 1 79 1 189
30759	1679512	1 2 1 14 3 78 1 79 1 201
31685	3445112	1 2 1 14 3 78 1 87
2846	3040446	1 2 1 14 4 78 1 190
11185	4845049	1 2 1 14 4 78 1 202
3188	3637614	1 2 1 14 4 78 1 79
6729	27583433	1 2 1 14 4 78 2 79 1 81
7042	5240722	1 2 1 14 4 78 3 79
3021	335999	1 2 1 14 5 75 1 146
216	100492	1 2 1 14 5 78 1 79
3545	4448753	1 2 1 14 6 78 1 79
3264	376181	1 2 1 14 7 75 1 146
3189	3637636	1 2 1 14 7 78 1 79
2877	307700	1 2 1 14 9 75 1 146
2975	328507	1 2 1 19 2 42
325	10312831	1 2 1 20 1 24
24824	3515933	1 2 1 20 1 41
2618	26446355	1 2 1 21 1 205
30684	13831306	1 2 1 21 1 42
4077	542585	1 2 1 21 1 44
5052	627098	1 2 1 21 1 65
16663	0	1 2 1 21 2 78 1 79
16652	0	1 2 1 21 4 78 1 202
31166	32042390	1 2 1 23 1 65
8210	930370	1 2 1 24 1 107
9333	461574	1 2 1 24 1 146
19983	623392	1 2 1 24 1 205
33452	40492317	1 2 1 24 1 25 1 79 1 126
30677	10220232	1 2 1 24 1 27 1 78 1 190
657	109853	1 2 1 24 1 29
705	110678	1 2 1 24 1 41
4984	625456	1 2 1 24 1 42
8109	627429	1 2 1 24 1 44
7974	34862072	1 2 1 24 1 48
17081	0	1 2 1 24 1 63
31690	13057175	1 2 1 24 1 64
19949	460435	1 2 1 24 1 74
21839	378165	1 2 1 24 1 74 1 75
13787	58705934	1 2 1 24 1 74 1 75 1 143
14853	376987	1 2 1 24 1 74 2 75
6909	60598176	1 2 1 24 1 75 1 146
3687	4819823	1 2 1 24 2 25 3 78 1 79
15455	77527969	1 2 1 24 3 75 1 146
30651	20207130	1 2 1 25 1 27 1 29 1 78 1 190
31067	1192309	1 2 1 25 1 64 2 78 1 79
30743	2752172	1 2 1 25 2 29
1712	1656480	1 2 1 25 2 41
727	110996	1 2 1 25 2 42
7601	111444	1 2 1 25 2 44
30825	2150029	1 2 1 25 2 60
3000	333368	1 2 1 25 2 74
1088	123002	1 2 1 27 1 29 1 78 1 190
30833	3603450	1 2 1 27 1 78 1 131 1 190
6291	929066	1 2 1 29 1 131
654	109819	1 2 1 29 1 31
31562	24028464	1 2 1 29 1 32 2 78 1 188 1 190
557	107959	1 2 1 29 1 42
9635	2672880	1 2 1 29 1 42 1 100
29484	60142963	1 2 1 29 1 42 5 78 1 80
6706	2480264	1 2 1 3 1 14 1 31 1 42
12523	4360967	1 2 1 3 1 14 2 42
13481	533675	1 2 1 3 1 20 1 81 1 205
26772	6284408	1 2 1 3 1 31 1 81 1 205 1 206
8230	4540447	1 2 1 3 1 44 1 64 1 81
6445	96128	1 2 1 3 1 44 2 64
14337	1573666	1 2 1 3 1 5 1 65 1 81
14341	1573702	1 2 1 3 1 5 1 7 1 66 1 69 1 81
6712	2583257	1 2 1 3 1 5 2 42
12597	10463486	1 2 1 3 1 5 2 64
17921	89380483	1 2 1 3 1 8 1 44 1 51 2 69
18684	1573531	1 2 1 3 1 8 2 64 2 69
12536	55682865	1 2 1 3 15 78 3 79
7731	6915157	1 2 1 3 2 42 1 81
9250	97676	1 2 1 3 2 42 1 81
29380	636613	1 2 1 3 2 42 1 81
14339	1573688	1 2 1 3 2 5 1 66 1 81
6247	924414	1 2 1 3 2 5 1 81
16978	0	1 2 1 3 2 64 1 74
16979	0	1 2 1 3 2 64 1 74
5884	78740	1 2 1 3 3 64
29696	1086221739	1 2 1 3 5 9 1 12 1 24 1 81
4271	56848	1 2 1 30 2 42
4821	617458	1 2 1 30 2 42
11033	117222078	1 2 1 30 2 42 2 100
31022	693050	1 2 1 31 1 41
559	107971	1 2 1 31 1 42
13311	25756290	1 2 1 31 5 78 1 79
801	111944	1 2 1 32 2 41
1365	142734	1 2 1 32 2 42
13112	813990	1 2 1 4 1 14 3 44
16839	0	1 2 1 4 20 78 4 79
12227	630160	1 2 1 4 4 64
5078	628206	1 2 1 41 1 44
22499	0	1 2 1 42 1 121 1 202
556	107948	1 2 1 42 1 44
558	107960	1 2 1 42 1 60
24139	64697	1 2 1 42 1 63
9228	79083	1 2 1 42 1 64
26669	2345519	1 2 1 42 1 65
6708	2516996	1 2 1 42 1 74
22966	0	1 2 1 42 1 78 1 79 1 121
29203	5239827	1 2 1 42 2 78 1 79
30748	1123008	1 2 1 42 4 78 1 79
3951	5292217	1 2 1 42 5 78 1 79
5103	628897	1 2 1 44 1 131
11509	20395259	1 2 1 44 1 48
490	1070786	1 2 1 44 1 51
4957	624704	1 2 1 44 1 63
484	107040	1 2 1 44 1 64
3616	460355	1 2 1 44 1 74
16681	0	1 2 1 44 4 78 1 80 1 82
12920	598209	1 2 1 45 2 64
15101	594332	1 2 1 46 3 64
13291	23153233	1 2 1 48 1 51
3618	460695	1 2 1 48 1 74
5684	75810	1 2 1 49 2 64
7611	107186	1 2 1 5 1 14
793	1118849	1 2 1 5 1 18 1 22
4467	591877	1 2 1 5 1 21
9568	1838591	1 2 1 5 1 23
5063	627407	1 2 1 5 1 24
21805	1663350	1 2 1 5 1 24 1 25
30650	106923	1 2 1 5 1 25 1 107
19985	929373	1 2 1 5 1 25 1 131
27866	123342	1 2 1 5 1 25 1 205
25257	2399486	1 2 1 5 1 25 1 77 2 78 1 79
6603	106718	1 2 1 5 1 41 1 77
4981	625387	1 2 1 5 1 42
6274	927731	1 2 1 5 1 44
19009	0	1 2 1 5 1 6 5 9 1 12
4193	556569	1 2 1 5 1 63
475	106956	1 2 1 5 1 64
6984	871283	1 2 1 5 1 65
16315	0	1 2 1 5 1 65 1 66
31199	10477471	1 2 1 5 1 65 1 77
26707	308269	1 2 1 5 1 74 3 75 1 77
27568	7383713	1 2 1 5 1 75 1 77 1 146
7586	18752211	1 2 1 5 15 9 3 10 1 173
16164	0	1 2 1 5 2 25 1 107
10259	67353508	1 2 1 5 2 25 1 35 3 78 1 135 1 176
26356	376841	1 2 1 5 3 75 1 77 1 146
1249	13511132	1 2 1 5 4 78 1 202
3111	3524752	1 2 1 5 4 78 1 79
6698	2294873	1 2 1 5 4 9 1 10 1 12 1 202
2887	3112876	1 2 1 5 4 9 1 11 1 122
2215	2114423	1 2 1 5 5 78 1 79
25277	48145046	1 2 1 5 5 9 1 10 1 25 1 77
22973	0	1 2 1 5 5 9 1 10 1 66
5801	768569	1 2 1 5 5 9 1 12
1661	16212058	1 2 1 5 5 9 1 122
12309	7125840	1 2 1 51 1 74
11892	461358	1 2 1 55 1 74
13847	29560847	1 2 1 6 1 14 1 69
10927	31423924	1 2 1 6 1 44 1 69
18658	14213844	1 2 1 6 10 9 1 10 1 12
21751	103537	1 2 1 6 10 9 1 10 1 12 1 77
8989	40939591	1 2 1 6 10 9 2 12
11731	32121076	1 2 1 6 2 64
31658	20675961	1 2 1 6 2 9 3 10 1 14 1 17 2 24
31676	32811408	1 2 1 6 3 9 2 10 1 14 1 17 1 24
31661	20649405	1 2 1 6 4 9 1 10 1 14 1 17
21525	104541	1 2 1 6 5 9 1 10 1 14
33384	4407367	1 2 1 6 5 9 1 10 1 14
8953	2243530	1 2 1 6 5 9 1 10 1 42
18866	0	1 2 1 6 5 9 1 10 1 44
18645	115560822	1 2 1 6 5 9 1 10 1 51
25604	598390	1 2 1 63 1 146
4206	557686	1 2 1 63 1 64
3121	353833	1 2 1 63 1 74
25909	33574026	1 2 1 63 2 78 1 79
2899	3132647	1 2 1 64 1 107
3165	359079	1 2 1 64 1 146
476	106967	1 2 1 64 1 65
8001	421067	1 2 1 64 1 74
25705	7051345	1 2 1 64 2 78 1 79
2564	2550369	1 2 1 64 5 78 1 79
953	116279084	1 2 1 65 4 78 1 79
1871	17715003	1 2 1 65 5 78 1 79
17067	0	1 2 1 7 2 24
6474	97654	1 2 1 7 2 42
3861	513315	1 2 1 7 2 64
13572	64712272	1 2 1 74 1 145
6834	460731	1 2 1 74 1 146
32622	2736734	1 2 1 8 1 14 2 69
32625	3039552	1 2 1 8 1 14 2 69
32623	57843579	1 2 1 8 1 21 2 69
32626	3039541	1 2 1 8 1 21 2 69
15533	89380530	1 2 1 8 1 44 4 69 1 70
6899	585842	1 2 1 8 3 42
21610	4023658	1 2 1 8 3 42
5447	6964212	1 2 1 9 1 10 1 42 1 104
2927	3178232	1 2 10 78 2 79
1981	1883325	1 2 10 9 1 10 1 13 1 14
29392	606837	1 2 10 9 1 10 1 13 1 42
4737	6123871	1 2 10 9 1 10 1 14 1 100 1 307
13386	3609481	1 2 10 9 1 10 1 42 1 82 1 195
14663	27846259	1 2 10 9 1 12 1 122
18492	0	1 2 10 9 1 12 1 13 1 78 1 79
10140	52457940	1 2 10 9 1 12 1 42 1 82 1 195
22993	0	1 2 10 9 2 10 3 25
569	1081750	1 2 10 9 2 12
1028	120467	1 2 10 9 2 178
21231	3561679	1 2 10 9 2 187
29417	72956093	1 2 11 9 5 10 1 24 1 25 1 32 1 133 1 198
13682	4137115	1 2 12 9 1 10 1 12 1 13 3 17
16941	0	1 2 12 9 2 10 2 12
12527	55125025	1 2 14 78 6 79
11475	19120399	1 2 15 9 1 10 1 12 1 13
10701	193472730	1 2 15 9 2 10 1 146 1 195
29391	900914	1 2 15 9 2 10 1 42 1 195
17265	0	1 2 2 101
6453	96264	1 2 2 14 1 19
25857	66794307	1 2 2 146
6876	542789	1 2 2 20
5088	628513	1 2 2 21
32674	3220584	1 2 2 22 10 78 2 79
650	109762	1 2 2 29
749	111400	1 2 2 29 1 32
31563	31295542	1 2 2 29 1 32 2 78 2 190
22758	32595496	1 2 2 29 1 42 1 301
13306	2490917	1 2 2 3 1 20 2 81 1 205
15005	51525974	1 2 2 3 4 64
30089	428751	1 2 2 4 2 74 4 82
4104	544138	1 2 2 41
807	111977	1 2 2 41 1 135
1346	141822	1 2 2 42
28624	70495	1 2 2 42 1 192
1355	142289	1 2 2 44
3809	505602	1 2 2 44 1 135
12670	1790223	1 2 2 44 1 45
4469	591935	1 2 2 5
4488	592881	1 2 2 5 1 135
4204	557404	1 2 2 5 1 25
1127	124027	1 2 2 5 1 32
30773	999553	1 2 2 5 1 77
5768	764998	1 2 2 5 3 25
4738	6125219	1 2 2 55
653	109808	1 2 2 60
5637	75116	1 2 2 63
5620	74953	1 2 2 64
3164	358974	1 2 2 64 1 143
5687	75821	1 2 2 64 1 75
11296	13702095	1 2 2 65 1 135
5398	690391	1 2 2 74
10970	54690685	1 2 2 78 1 79 1 170
24932	26378234	1 2 2 9 1 10 1 25 3 53 1 64
33278	636726	1 2 2 9 1 14 1 105
6486	98000	1 2 2 9 1 14 1 160
24133	67470	1 2 2 9 1 14 1 20 1 161
7082	623176	1 2 2 9 1 21 1 160
2011	1918770	1 2 2 9 1 42 1 105
16442	0	1 2 25 9 3 10 1 13 1 195
33034	50997698	1 2 3 75 1 131 1 146
7785	1078611	1 2 3 9 1 12 2 17 1 42
22176	51434	1 2 3 9 1 13 2 17 1 31 1 81
7349	586981	1 2 3 9 1 14 1 38
4334	58138082	1 2 3 9 1 25 1 51 2 53 1 195
13259	2044282	1 2 3 9 1 38 1 60
2207	2107702	1 2 3 9 2 10 1 12 2 24 1 42
16228	0	1 2 3 9 2 11 1 12 1 42
17026	0	1 2 3 9 3 12 7 78 1 79
20050	0	1 2 4 5 1 173
4272	5685472	1 2 4 78 2 79
7252	25173379	1 2 4 9 1 10 1 11 1 25 1 42
7308	5020417	1 2 4 9 1 10 1 12 1 14 1 24
8140	702238	1 2 4 9 1 10 1 12 1 14 1 24
13064	25173357	1 2 4 9 1 10 1 12 1 24 1 42
11314	14425640	1 2 4 9 1 10 1 12 1 24 1 64
17115	0	1 2 4 9 1 10 1 24 1 42 1 178
28480	2033763	1 2 4 9 1 10 1 25 1 53 1 64
4300	574981	1 2 4 9 1 10 1 64 1 87 1 178
5468	699025	1 2 4 9 1 11 1 12 1 14
10028	19263219	1 2 4 9 1 11 1 25 1 64 1 122
17116	0	1 2 4 9 1 11 1 42 1 178
9947	16192077	1 2 4 9 1 11 1 65 1 122
3769	501940	1 2 4 9 1 12 1 14 1 17
1970	1875883	1 2 4 9 1 12 1 14 1 53
7307	501973	1 2 4 9 1 12 1 17 1 42
16100	0	1 2 4 9 1 12 1 17 1 63
16098	0	1 2 4 9 1 12 1 17 1 64
30546	94075	1 2 4 9 1 13 1 17 1 31 1 81
32689	59427	1 2 4 9 1 13 1 17 1 31 1 81
30749	1137991	1 2 4 9 1 14 1 124 1 128
30734	3645009	1 2 4 9 1 14 1 127 1 128
12598	105173135	1 2 4 9 1 14 1 57 3 78 1 79 1 307
28457	70320933	1 2 4 9 1 21 1 57 1 157
263	101279	1 2 4 9 1 44 1 53 1 66 1 77 1 306
9709	6367175	1 2 4 9 2 10 1 18 1 33 1 92 1 197
25433	109417609	1 2 4 9 2 10 1 24 1 25 1 64
8331	73223	1 2 4 9 2 10 1 30 1 42 1 197
31051	54126	1 2 4 9 2 10 1 30 1 42 1 197
31052	153946	1 2 4 9 2 10 1 30 1 42 1 197
1015	1197406	1 2 4 9 2 160
7904	21211654	1 2 4 9 2 197
13418	4163604	1 2 5 21 1 26 4 79
24443	604682	1 2 5 21 1 26 4 79
24446	604693	1 2 5 21 1 26 4 79
18467	0	1 2 5 9 1 10 1 14 1 45
1486	1504581	1 2 5 9 1 10 1 14 1 66
4849	6192445	1 2 5 9 1 10 1 21 1 25
13697	2930054	1 2 5 9 1 10 1 25 1 107
11217	104687	1 2 5 9 1 10 1 25 1 131
13550	6088966	1 2 5 9 1 10 1 65 1 66
10232	63071863	1 2 5 9 1 10 2 25 1 35 3 78 1 135 1 176
4604	60128	1 2 5 9 1 12 1 14
10647	146377620	1 2 5 9 1 12 1 146
30842	60956334	1 2 5 9 1 12 1 182
368	104530	1 2 5 9 1 12 1 20
337	103457	1 2 5 9 1 12 1 21
3150	3558609	1 2 5 9 1 12 1 24
2124	2038575	1 2 5 9 1 12 1 29
4402	589082	1 2 5 9 1 12 1 31
3766	501520	1 2 5 9 1 12 1 42
367	104529	1 2 5 9 1 12 1 44
17916	88108592	1 2 5 9 1 12 1 45 1 51
31064	17376044	1 2 5 9 1 12 1 63
342	103639	1 2 5 9 1 12 1 64
7860	16520620	1 2 5 9 1 12 1 65
14955	4413187	1 2 5 9 1 12 3 78 1 202
16678	0	1 2 5 9 1 12 4 78 1 202
14956	4413198	1 2 5 9 1 12 4 78 1 79
16680	0	1 2 5 9 1 12 4 78 1 80 1 82
11360	1603618	1 2 5 9 1 12 5 78 1 79
16683	0	1 2 5 9 1 12 5 78 1 80 1 82
3880	51558	1 2 5 9 1 13 1 14 1 77 4 78 2 79 1 164
21450	588689810	1 2 5 9 1 13 1 24 1 25 1 26 1 78
5199	635518	1 2 5 9 1 13 2 42
21540	93527	1 2 5 9 1 13 2 64
1086	122985	1 2 5 9 1 14 1 157
31068	582241	1 2 5 9 1 14 1 178
6801	4079521	1 2 5 9 1 24 1 178
22926	5343986	1 2 5 9 1 41 1 178
17117	0	1 2 5 9 1 42 1 178
10230	62847523	1 2 5 9 1 55 1 178
7391	70111	1 2 5 9 1 64 1 178
9619	2525408	1 2 5 9 1 65 1 122
10233	63071896	1 2 5 9 2 25 1 35 3 78 1 176 1 187
7317	514658	1 2 5 9 6 78 3 79 1 82 1 190 1 195 1 201
32763	60811	1 2 6 9 1 10 1 12 3 17 1 26 1 79 1 81 1 132 1 178 1 206
25529	60822	1 2 6 9 1 12 4 17 1 178
8280	2475469	1 2 6 9 2 10 1 14 1 156 1 157 2 178
16942	0	1 2 6 9 4 11 2 12
5826	773999	1 2 7 9 2 10 1 12 1 14
21348	1485070	1 2 7 9 2 10 1 12 1 14
16870	0	1 2 7 9 2 10 1 12 3 78 1 202
16872	0	1 2 7 9 2 10 1 12 4 78 1 202
29174	89796996	1 2 7 9 2 10 1 22 1 42 2 53 1 306
31688	2057490	1 2 7 9 2 12 1 37
29162	120014064	1 2 7 9 3 10 1 12 2 24 3 78 2 79 1 178 1 190
2598	2619343	1 2 8 78 2 79
10289	73100637	1 2 8 9 1 10 1 24 1 38 1 39 1 178
10291	73100659	1 2 8 9 1 10 1 38 1 39 1 74 1 178
10292	73100660	1 2 8 9 1 10 1 38 1 39 1 74 1 178
10286	73100604	1 2 8 9 1 11 1 38 1 39 1 178
10287	73100615	1 2 8 9 1 11 1 38 1 39 1 178
10041	19904382	1 2 8 9 1 38 1 39 1 53 1 178
10290	73100648	1 2 8 9 1 38 1 39 1 53 1 178
30898	29817047	1 2 8 9 2 10 1 12 1 13 1 14 1 78
30897	29790587	1 2 8 9 2 10 1 12 1 13 1 14 1 79 1 81
30899	130935829	1 2 8 9 2 10 2 12 1 14 1 79
22554	3753819	1 2 8 9 2 10 2 25 2 124
2472	24324172	1 2 8 9 3 10 1 13 1 14
22410	3722665	1 2 8 9 4 10 2 25 2 64
11013	95219640	1 2 8 9 4 10 2 25 2 65
11880	4431894	1 2 9 78 2 79
15403	71912486	1 2 9 9 1 10 2 12 1 78 1 202
11371	16310386	1 2 9 9 1 38 1 39 1 178
31789	83881510	1 2 9 9 2 10 1 25 1 42 1 53 2 78 1 190 1 191
8487	86783826	1 20 1 143 1 205 1 206
25121	430693	1 20 1 146
12786	367475	1 20 1 205
8919	58866	1 20 1 205 1 206
13148	1114347	1 20 1 205 1 206
13462	50691	1 20 1 205 1 206
13551	609063	1 20 1 205 1 206
26248	34466201	1 20 1 205 1 206
28746	5328370	1 20 1 205 1 206
30829	25990607	1 20 1 205 1 206
30942	10323203	1 20 1 205 1 206
30978	147819	1 20 1 205 1 206
26890	6860475	1 20 1 25 2 79 1 81 1 132 2 206
11206	100732	1 20 1 26 2 78 1 201
15078	5780665	1 20 1 37 1 38
9376	576374	1 20 1 42 2 206
19851	685734	1 20 1 42 2 206
505	107200	1 20 1 44
12591	10140893	1 20 1 44 1 45
12377	7789904	1 20 1 44 1 49
12566	79027	1 20 1 48
5692	75876	1 20 1 51
25839	20328443	1 20 1 63 1 66
25779	18328057	1 20 1 64 1 66
4956	624679	1 20 1 65
25093	75901	1 20 1 74
13424	422060	1 20 1 74 1 75
3256	375020	1 20 1 74 2 75
26891	47592596	1 20 2 25 1 26 3 79 1 81 1 132 3 206
25103	1109280	1 20 2 26 3 79 1 81 2 132 1 205 3 206
14705	2987179	1 20 3 78 1 79
217	100505	1 20 3 78 1 79 1 201
27342	1192887	1 20 4 78 1 202
6096	872537	1 20 4 78 1 79
2134	2043610	1 20 5 78 1 79
23038	526874	1 201 2 206
4269	56815	1 204
16660	0	1 21 3 78 1 79
6330	933051	1 21 4 78 1 79
11756	34640761	1 21 4 78 3 79
4905	622457	1 21 5 78 1 79
32672	1152574	1 22 1 77 10 78 2 79
30875	62781991	1 23 4 78 1 79
3511	4351546	1 23 5 78 1 79
12189	61860751	1 24 1 25 1 78 1 202
22000	5328632	1 24 1 25 2 79 1 81 1 206
31539	91098	1 24 1 25 2 79 1 81 1 206
31557	612055	1 24 1 25 2 79 1 81 1 206
5290	6581664	1 24 1 25 3 78 1 79
22253	56654398	1 24 1 26 1 79 1 205 1 206
7158	4454051	1 24 1 26 2 78 1 201
14572	22929506	1 24 1 27 1 202
2911	3149288	1 24 1 37 1 38
7228	1738369	1 24 1 41
18235	0	1 24 1 44 1 45
17073	0	1 24 1 45 3 78 1 202
7748	4885023	1 24 1 48
5753	76380	1 24 1 48 1 75
7384	6443910	1 24 1 65
17074	0	1 24 1 69 4 78 1 203
3442	421147	1 24 1 74
6694	22410442	1 24 1 74 1 75
7683	382343	1 24 1 74 1 75 1 143
11786	375031	1 24 1 74 2 75
6655	163702076	1 24 1 74 3 75
10691	181214744	1 24 1 74 4 75
6816	425887	1 24 1 75 1 146
10742	25066368	1 24 1 77 5 78 1 79
22447	60134261	1 24 1 78 2 79 1 81 1 132
8457	23057127	1 24 10 78 1 202
23735	51238632	1 24 10 78 1 202
8484	78289142	1 24 11 78 1 202
22586	78289108	1 24 11 78 1 202
8485	78289153	1 24 13 78 1 202
12381	78289119	1 24 13 78 1 202
13687	17230318	1 24 2 25 1 78 1 79
2064	19693755	1 24 2 25 1 79
13890	163702087	1 24 2 74 1 75 1 76
19961	22052842	1 24 2 74 1 76
10707	203783566	1 24 2 74 2 75 1 76
14361	160620202	1 24 2 75 1 146
2248	2161902	1 24 2 78 1 201 1 202
2749	2886591	1 24 2 78 1 201 1 202
2882	30979681	1 24 2 78 1 201 1 202
11969	540476	1 24 2 78 1 79
9038	709502	1 24 2 79 1 81 1 132 1 206
13719	1824948	1 24 2 79 1 81 1 132 1 206
13721	3396994	1 24 2 79 1 81 1 132 1 206
19864	617049	1 24 2 79 1 81 1 132 1 206
19923	97303	1 24 2 79 1 81 1 132 1 206
10942	10284636	1 24 2 79 1 81 2 206
10617	132182924	1 24 3 74 1 75 2 76
12460	98677953	1 24 3 78 1 201 1 202
15672	98677964	1 24 3 78 1 201 1 202
511	1072599	1 24 3 78 1 202
6317	931577	1 24 4 78 1 202
16517	5614379	1 24 4 78 1 79
11592	23865954	1 24 4 78 3 79
22879	13224947	1 24 4 79 3 81 1 132
6316	931566	1 24 5 78 1 79
8396	101555413	1 24 6 78 2 79 1 202
11210	101555424	1 24 7 78 1 79 1 203
8482	78289120	1 24 8 78 1 202
12379	78289084	1 24 8 78 1 202
8483	78289131	1 24 9 78 1 202
12380	78289095	1 24 9 78 1 202
33453	114435028	1 25 1 126 1 143
29640	281676640	1 25 1 26 1 201 1 301
10923	498077	1 25 1 26 2 79 1 81 1 206
9381	585999	1 25 1 26 4 79 3 81 1 132 2 206
3675	4795293	1 25 1 29 2 78 1 79
2817	3003847	1 25 1 44 2 78 1 79
24017	84011154	1 25 1 74 1 146
6573	406780	1 25 1 74 1 75 1 146
9551	1683814	1 25 1 74 1 75 1 146
10681	171182959	1 25 1 74 1 75 1 146
10954	65064780	1 25 1 74 2 75 1 143 1 146
6862	50807744	1 25 1 74 2 75 1 146
10685	176310284	1 25 1 74 2 75 1 146
21169	176310273	1 25 1 74 2 75 1 146
10686	176310295	1 25 1 74 3 75 1 146
31018	65064815	1 25 1 74 4 75 1 143 1 146
33037	65064826	1 25 1 74 6 75 1 143 1 146
10814	50807777	1 25 1 75 2 146
10516	109577039	1 25 1 78 1 110
3752	497256	1 25 1 78 1 125
33319	504767	1 25 1 78 1 188
993	1191997	1 25 1 78 1 201
2086	19836783	1 25 1 78 1 86
6687	20193673	1 25 2 74
16788	156053882	1 25 2 74 1 75
23821	171182948	1 25 2 74 1 75
10269	69948432	1 25 2 74 1 75 1 143
15678	993953	1 25 2 74 1 75 1 143
10641	142469087	1 25 2 74 2 75
10656	155653444	1 25 2 74 2 75
13930	1000288	1 25 2 74 2 75 1 143
10687	176310308	1 25 2 74 3 75
6660	16627682	1 25 2 75 2 146
24570	5259972	1 25 2 78 1 125
30006	39239935	1 25 2 78 1 132
9266	110872	1 25 2 78 1 201
21174	6763344	1 25 2 79 2 81 1 206
24615	28697532	1 25 2 79 2 81 1 206
25059	87729	1 25 2 79 2 81 1 206
32182	5638620	1 25 3 78 1 125
33023	16627717	1 25 4 75 2 146
3532	4427978	1 26 1 77 10 78 1 79
9915	14641931	1 26 3 79 2 81 2 132 2 206
11096	133993	1 26 3 79 2 81 2 132 2 206
11106	528507	1 26 3 79 2 81 2 132 2 206
19814	74496972	1 26 3 79 2 81 2 132 2 206
20010	5965662	1 26 3 79 2 81 2 132 2 206
25096	585911	1 26 3 79 2 81 2 132 2 206
31429	99207	1 26 3 79 2 81 2 132 2 206
32056	69794	1 26 3 79 2 81 2 132 2 206
2691	279492	1 26 4 78 1 79
1497	15131552	1 26 4 78 1 79 2 201
22531	20387671	1 26 4 78 2 79 1 136
11659	281243	1 26 5 78 3 79
537	107619	1 27 1 110
3561	4480835	1 27 1 121
24775	5464288	1 27 1 132
32639	4740787	1 27 1 133
2198	2094975	1 27 1 135
10072	21635881	1 27 1 180
1789	1708298	1 27 1 201
30738	2038031	1 27 1 29 1 78 1 190
8130	670804	1 27 1 35 5 78 1 202
1868	1768645	1 27 1 45 2 78
3523	4394858	1 27 1 73
3787	503300	1 27 1 78
11703	3041165	1 27 1 78 1 126
1626	15980151	1 27 1 78 1 135
720	110918	1 27 1 78 1 188
623	109024	1 27 1 78 1 189
32989	3174741	1 27 1 78 1 201
7406	78717	1 27 2 44 1 80
13085	3369526	1 27 2 46 1 49 2 69 2 79 1 203
665	109999	1 27 2 78
30907	2081449	1 27 2 78 1 79 1 81
1873	1779197	1 27 2 83
7827	142687	1 27 3 78
4489	592905	1 27 4 78
2716	283272	1 27 4 78 2 79
5616	74895	1 28
4245	56406	1 29 1 42
4191	556503	1 29 1 42 1 100
4189	556332	1 29 1 42 2 100
