IdDippr	T(K)	P(Mpa)	rho(g/cm3)	D(cm2/s)
1940	350	6.4139	7.37E-01	3.20E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.
1940	360	7.2787	7.37E-01	3.30E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.
1940	370	8.1468	7.37E-01	3.39E-04	Tison, JK, Hunt, ER, JCP, 54, 4, 1971.
1940	296	2.2481	1.34E+00	9.40E-05	DeZwaan and Jonas, JCP, 1975.
1940	296	8.4	1.50E+00	7.70E-05	DeZwaan and Jonas, JCP, 1975.
1940	296	16.1	1.60E+00	6.60E-05	DeZwaan and Jonas, JCP, 1975.
1940	296	31.1	1.70E+00	5.23E-05	DeZwaan and Jonas, JCP, 1975.
1940	296	57.4	1.80E+00	3.83E-05	DeZwaan and Jonas, JCP, 1975.
1940	398	15.5	1.00E+00	2.50E-04	DeZwaan and Jonas, JCP, 1975.
1940	398	18.9	1.10E+00	2.10E-04	DeZwaan and Jonas, JCP, 1975.
1940	398	23.2	1.20E+00	1.82E-04	DeZwaan and Jonas, JCP, 1975.
1940	398	29.8	1.30E+00	1.54E-04	DeZwaan and Jonas, JCP, 1975.
1940	398	39.4	1.40E+00	1.31E-04	DeZwaan and Jonas, JCP, 1975.
1940	398	53	1.50E+00	1.11E-04	DeZwaan and Jonas, JCP, 1975.
1940	398	72.2	1.60E+00	9.22E-05	DeZwaan and Jonas, JCP, 1975.
1940	398	99.6	1.70E+00	7.58E-05	DeZwaan and Jonas, JCP, 1975.
1940	398	145.2	1.80E+00	5.90E-05	DeZwaan and Jonas, JCP, 1975.
1940	398	182.7	1.85E+00	4.94E-05	DeZwaan and Jonas, JCP, 1975.
2654	323	8	1.48	0.0000462	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	323	15	1.52	0.0000385	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	323	23	1.56	0.000032	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	323	33	1.6	0.0000265	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	323	46	1.64	0.0000218	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	323	61	1.68	0.0000176	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	323	79	1.72	0.000015	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	323	99	1.76	0.0000129	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	323	125	1.8	0.00001	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	5	1.2	0.000108	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	7	1.24	0.000096	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	9.8	1.28	0.0000845	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	12.5	1.32	0.000078	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	16.5	1.36	0.000071	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	21	1.4	0.000065	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	27	1.44	0.0000584	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	34	1.48	0.000052	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	42	1.52	0.0000468	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	53	1.56	0.0000399	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	66	1.6	0.0000334	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	82	1.64	0.000027	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	102	1.68	0.000022	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	120	1.72	0.0000189	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	144	1.76	0.0000161	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	373	174	1.8	0.0000135	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	11	1.08	0.00015	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	13	1.12	0.000136	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	15	1.16	0.000125	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	18	1.2	0.000113	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	21	1.24	0.000104	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	25	1.28	0.0000959	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	29.5	1.32	0.0000888	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	35	1.36	0.0000818	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	41.5	1.4	0.0000745	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	49	1.44	0.0000677	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	58	1.48	0.0000602	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	69	1.52	0.0000532	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	81	1.56	0.0000471	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	99	1.6	0.0000411	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	117	1.64	0.0000361	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	138	1.68	0.000032	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	160	1.72	0.0000275	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	423	190	1.76	0.0000215	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	20.5	1.08	0.000185	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	23	1.12	0.000155	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	26	1.16	0.000134	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	29	1.2	0.000122	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	33.5	1.24	0.0001115	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	38.5	1.28	0.000103	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	42.5	1.32	0.0000976	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	52	1.36	0.0000871	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	61	1.4	0.0000795	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	73	1.44	0.0000709	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	86	1.48	0.000063	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	100	1.52	0.0000565	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	114	1.56	0.000051	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	132	1.6	0.0000459	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	150	1.64	0.0000407	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
2654	473	174	1.68	0.000035	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.
1051	237	0.1	0.853027	6.00E-06	Ertl, H. and Dullien, F. A. L. (1973a) self-diffusion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1051	246	0.1	0.843366	8.50E-06	Ertl, H. and Dullien, F. A. L. (1973a) self-diffusion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1051	256	0.1	0.832845	1.26E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-diffusion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1051	274	0.1	0.81349	1.84E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-diffusion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1051	281	0.1	0.80581	2.05E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-diffusion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1051	292	0.1	0.793537	2.24E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-diffusion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1051	313	0.1	0.769393	4.16E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-diffusion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1051	316	0.1	0.765859	4.18E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-diffusion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1051	321	0.1	0.759918	4.30E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-diffusion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1051	328	0.1	0.751489	4.43E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-diffusion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1051	337	0.1	0.740448	6.75E-05	Ertl, H. and Dullien, F. A. L. (1973a) self-diffusion and viscosity of some liquids as a function of temperature. A.I.Ch.E. J. 19, 1215.
1051	298.2	0.1	0.7738	4.84E-05	Dullien, F. A. L. (1972) Predictive equations for selfdiffusion in liquids: a di¤erent approach. A.I.Ch.E. J. 18, 62.
1791	303.15	0.1	0.972	0.0000194	Fury, et al,
1791	303.15	10	0.979	0.0000178	Fury, et al,
1791	303.15	25	0.988	0.0000161	Fury, et al,
1791	303.15	50	1.002	0.0000139	Fury, et al,
1791	303.15	75	1.014	0.0000122	Fury, et al,
1791	303.15	100	1.026	0.000011	Fury, et al,
1791	303.15	150	1.046	0.0000085	Fury, et al,
1791	303.15	200	1.064	0.0000073	Fury, et al,
1791	303.15	250	1.079	0.0000062	Fury, et al,
1791	303.15	300	1.093	0.0000052	Fury, et al,
1791	333.15	0.1	0.942	0.0000323	Fury, et al,
1791	333.15	10	0.95	0.0000297	Fury, et al,
1791	333.15	25	0.96	0.0000267	Fury, et al,
1791	333.15	50	0.976	0.0000233	Fury, et al,
1791	333.15	75	0.989	0.0000204	Fury, et al,
1791	333.15	100	1.002	0.0000186	Fury, et al,
1791	333.15	150	1.024	0.0000151	Fury, et al,
1791	333.15	200	1.043	0.0000126	Fury, et al,
1791	333.15	250	1.06	0.0000105	Fury, et al,
1791	333.15	300	1.075	0.0000088	Fury, et al,
1791	373.15	0.1	0.901	0.0000568	Fury, et al,
1791	373.15	10	0.911	0.0000529	Fury, et al,
1791	373.15	25	0.924	0.0000471	Fury, et al,
1791	373.15	50	0.943	0.0000406	Fury, et al,
1791	373.15	75	0.96	0.0000358	Fury, et al,
1791	373.15	100	0.974	0.0000322	Fury, et al,
1791	373.15	150	0.999	0.0000266	Fury, et al,
1791	373.15	200	1.02	0.0000221	Fury, et al,
1791	373.15	250	1.038	0.0000188	Fury, et al,
1791	373.15	300	1.054	0.0000156	Fury, et al,
1791	373.15	350	1.069	0.0000134	Fury, et al,
1791	373.15	400	1.082	0.0000112	Fury, et al,
1791	373.15	450	1.095	0.0000097	Fury, et al,
1791	373.15	500	1.106	0.0000082	Fury, et al,
1791	423.15	10	0.862	0.0000891	Fury, et al,
1791	423.15	25	0.88	0.0000802	Fury, et al,
1791	423.15	50	0.904	0.0000691	Fury, et al,
1791	423.15	75	0.924	0.0000611	Fury, et al,
1791	423.15	100	0.941	0.0000557	Fury, et al,
1791	423.15	150	0.97	0.0000457	Fury, et al,
1791	423.15	200	0.993	0.0000385	Fury, et al,
1791	423.15	250	1.013	0.0000329	Fury, et al,
1791	423.15	300	1.031	0.0000277	Fury, et al,
1791	423.15	350	1.046	0.0000238	Fury, et al,
1791	423.15	400	1.061	0.0000202	Fury, et al,
1791	423.15	450	1.074	0.0000173	Fury, et al,
1791	423.15	500	1.086	0.0000149	Fury, et al,
1101	453	5	0.60453	0.000186	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	453	50	0.69563	0.000137	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	453	100	0.74468	0.000112	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	453	150	0.77901	0.0000952	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	453	200	0.80613	0.0000842	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	418	5	0.6631	0.000131	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	418	50	0.72917	0.0000999	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	418	100	0.77164	0.0000837	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	418	150	0.80276	0.0000737	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	418	200	0.82789	0.0000646	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	387	5	0.70266	0.0000854	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	387	50	0.75619	0.0000705	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	387	100	0.79409	0.00006	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	387	150	0.8228	0.0000525	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	387	200	0.84633	0.0000469	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	355	5	0.72689	0.000058	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	355	50	0.77418	0.0000492	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	355	100	0.80939	0.0000406	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	355	150	0.83656	0.0000371	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	355	200	0.85905	0.0000345	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	323	5	0.76816	0.0000383	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	323	50	0.80686	0.0000331	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	323	100	0.83776	0.0000291	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	323	150	0.86234	0.0000255	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	323	200	0.88302	0.000022	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	292	0.1	0.79209	0.000023	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	292	50	0.83057	0.0000205	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	292	100	0.85874	0.0000173	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	292	150	0.88159	0.0000156	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	292	200	0.90104	0.000014	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	292	250	0.91809	0.0000125	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	240	0.1	0.84116	0.00000782	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	240	50	0.87188	0.00000668	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	240	100	0.89589	0.00000577	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	240	150	0.91599	0.00000496	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	240	200	0.93345	0.0000043	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	240	250	0.94897	0.00000371	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	213	0.1	0.86745	0.00000363	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	213	50	0.89459	0.00000298	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	213	100	0.91645	0.00000241	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	213	150	0.93504	0.00000201	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	213	200	0.95135	0.00000168	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	213	250	0.96596	0.00000144	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	201	0.1	0.87934	0.00000243	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	201	50	0.90485	0.00000196	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	201	100	0.92563	0.00000156	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	201	150	0.9434	0.00000126	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	187	0.1	0.89335	0.00000144	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	187	50	0.91664	0.00000107	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.
1101	278.1	0.1	0.80509	1.67E-05	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.
