44	1479	1921	VLE	THF + water
350.92	0.1013	0.142	-86	1991 koj toc 0
350.15	0.1013	0.185	-86	1991 koj toc 0
348.64	0.1013	0.269	-86	1991 koj toc 0
347.21	0.1013	0.347	-86	1991 koj toc 0
346.42	0.1013	0.384	-86	1991 koj toc 0
345.31	0.1013	0.449	-86	1991 koj toc 0
344.28	0.1013	0.496	-86	1991 koj toc 0
343.75	0.1013	0.524	-86	1991 koj toc 0
342.43	0.1013	0.59	-86	1991 koj toc 0
340.93	0.1013	0.659	-86	1991 koj toc 0
340.33	0.1013	0.693	-86	1991 koj toc 0
338.82	0.1013	0.768	-86	1991 koj toc 0
337.05	0.1013	0.857	-86	1991 koj toc 0
335.53	0.1013	0.935	-86	1991 koj toc 0
4	1911	1772		ammonia + acetonitrile
293.145	0.203	0.225	-86	1979 tyv nau 0
293.145	0.405	0.45	-86	1979 tyv nau 0
293.145	0.608	0.695	-86	1979 tyv nau 0
293.145	0.811	0.925	-86	1979 tyv nau 0
23	1911	1521		ammonia + chloroform
298.144	0.09536	0.099	-86	1989 smi li 0
298.144	0.10386	0.114	-86	1989 smi li 0
298.144	0.11195	0.122	-86	1989 smi li 0
298.144	0.13091	0.152	-86	1989 smi li 0
298.144	0.13451	0.151	-86	1989 smi li 0
298.144	0.15921	0.188	-86	1989 smi li 0
298.144	0.18629	0.214	-86	1989 smi li 0
298.144	0.22785	0.263	-86	1989 smi li 0
298.144	0.30021	0.336	-86	1989 smi li 0
303.143	0.08206	0.065	-86	1989 smi li 0
303.143	0.11829	0.11	-86	1989 smi li 0
303.143	0.13699	0.13	-86	1989 smi li 0
303.143	0.16073	0.161	-86	1989 smi li 0
303.143	0.17158	0.166	-86	1989 smi li 0
303.143	0.22677	0.223	-86	1989 smi li 0
303.143	0.27141	0.268	-86	1989 smi li 0
303.143	0.28797	0.291	-86	1989 smi li 0
308.142	0.09843	0.068	-86	1989 smi li 0
308.142	0.12241	0.093	-86	1989 smi li 0
308.142	0.14654	0.121	-86	1989 smi li 0
308.142	0.18824	0.158	-86	1989 smi li 0
308.142	0.23333	0.208	-86	1989 smi li 0
308.142	0.29253	0.253	-86	1989 smi li 0
13	1760	1051		nitromethane + 2-propanone
348.151	0.04782	0.9589	-86	1983 khu mut 3
348.151	0.05328	0.9181	-86	1983 khu mut 3
348.151	0.05886	0.8756	-86	1983 khu mut 3
348.151	0.06929	0.797	-86	1983 khu mut 3
348.151	0.07739	0.7365	-86	1983 khu mut 3
348.151	0.09235	0.6269	-86	1983 khu mut 3
348.151	0.10893	0.5086	-86	1983 khu mut 3
348.151	0.12606	0.3915	-86	1983 khu mut 3
348.151	0.1396	0.3014	-86	1983 khu mut 3
348.151	0.15712	0.1883	-86	1983 khu mut 3
348.151	0.16525	0.1362	-86	1983 khu mut 3
348.151	0.17291	0.0872	-86	1983 khu mut 3
348.151	0.17991	0.0422	-86	1983 khu mut 3
11	1541	1760		trichloroethene + nitromethane
369.424	0.0987	0.025	-86	1949 yu hic 0
367.123	0.0987	0.05	-86	1949 yu hic 0
363.623	0.0987	0.07	-86	1949 yu hic 0
361.623	0.0987	0.125	-86	1949 yu hic 0
356.123	0.0987	0.29	-86	1949 yu hic 0
355.223	0.0987	0.34	-86	1949 yu hic 0
354.623	0.0987	0.395	-86	1949 yu hic 0
354.023	0.0987	0.485	-86	1949 yu hic 0
353.423	0.0987	0.64	-86	1949 yu hic 0
353.523	0.0987	0.71	-86	1949 yu hic 0
354.223	0.0987	0.865	-86	1949 yu hic 0
10	1521	1302	67663	109944
318.139	0.0693	0.095	-86	1980 oht asa 0
318.139	0.06698	0.154	-86	1980 oht asa 0
318.139	0.06227	0.326	-86	1980 oht asa 0
318.139	0.06102	0.378	-86	1980 oht asa 0
318.139	0.05788	0.51	-86	1980 oht asa 0
318.139	0.05748	0.534	-86	1980 oht asa 0
318.139	0.05646	0.604	-86	1980 oht asa 0
318.139	0.05541	0.784	-86	1980 oht asa 0
318.139	0.05526	0.81	-86	1980 oht asa 0
318.139	0.05642	0.942	-86	1980 oht asa 0
13	1051	1710		
323.15	0.08467	0.9584	-86	2002 cha 0
323.15	0.08602	0.938	-86	2002 cha 0
323.15	0.08739	0.9118	-86	2002 cha 0
323.15	0.08890	0.8792	-86	2002 cha 0
323.15	0.09054	0.8384	-86	2002 cha 0
323.15	0.09189	0.7988	-86	2002 cha 0
323.15	0.09351	0.747	-86	2002 cha 0
323.15	0.09453	0.707	-86	2002 cha 0
323.15	0.09631	0.5773	-86	2002 cha 0
323.15	0.09671	0.4875	-86	2002 cha 0
323.15	0.09661	0.4018	-86	2002 cha 0
323.15	0.09475	0.2672	-86	2002 cha 0
323.15	0.08837	0.0826	-86	2002 cha 0
31	1521	1421		
323.127	0.017510	0.0932	-86	1958 mcg ras 0
323.127	0.018150	0.1248	-86	1958 mcg ras 0
323.127	0.019300	0.1757	-86	1958 mcg ras 0
323.127	0.019890	0.2	-86	1958 mcg ras 0
323.127	0.021370	0.2626	-86	1958 mcg ras 0
323.127	0.024950	0.3615	-86	1958 mcg ras 0
323.127	0.029820	0.475	-86	1958 mcg ras 0
323.127	0.034800	0.5555	-86	1958 mcg ras 0
323.127	0.042100	0.6718	-86	1958 mcg ras 0
323.127	0.060380	0.878	-86	1958 mcg ras 0
323.127	0.065390	0.9398	-86	1958 mcg ras 0
323.137	0.016183	0.0282	-86	1983 gon van 2
323.137	0.016770	0.0614	-86	1983 gon van 2
323.137	0.017514	0.1006	-86	1983 gon van 2
323.137	0.018575	0.1507	-86	1983 gon van 2
323.137	0.021117	0.2506	-86	1983 gon van 2
323.137	0.022622	0.3001	-86	1983 gon van 2
323.137	0.024603	0.3558	-86	1983 gon van 2
323.137	0.026365	0.3994	-86	1983 gon van 2
323.137	0.028686	0.4497	-86	1983 gon van 2
323.137	0.031325	0.5001	-86	1983 gon van 2
323.137	0.034244	0.5491	-86	1983 gon van 2
323.137	0.037525	0.5988	-86	1983 gon van 2
323.137	0.041170	0.6488	-86	1983 gon van 2
323.137	0.045092	0.6987	-86	1983 gon van 2
323.137	0.049262	0.7491	-86	1983 gon van 2
323.137	0.053486	0.7985	-86	1983 gon van 2
323.137	0.057676	0.848	-86	1983 gon van 2
323.137	0.061637	0.8959	-86	1983 gon van 2
323.137	0.065646	0.9474	-86	1983 gon van 2
323.137	0.067910	0.9789	-86	1983 gon van 2
18 1101 1003 123456 METHANOL PROPANAL Danciu, E.; Dobre, R.; Rev. Chim. (Bucharest), 1979, 30, 449
321.138	0.10132	0	8686
322.287	0.10132	0.059	8686
323.907	0.10132	0.155	8686
326.576	0.10132	0.293	8686
327.916	0.10132	0.35	8686
329.145	0.10132	0.395	8686
330.125	0.10132	0.457	8686
331.025	0.10132	0.495	8686
332.095	0.10132	0.553	8686
333.684	0.10132	0.626	8686
334.644	0.10132	0.686	8686
335.364	0.10132	0.734	8686
335.964	0.10132	0.782	8686
336.754	0.10132	0.845	8686
337.224	0.10132	0.905	8686
337.563	0.10132	0.958	8686
337.663	0.10132	0.985	8686
337.693	0.10132	0.988	8686
18	2853	1107	60355	78922	JCT, 144:106087 (2020)
375.02	0.1013	0.09	-86		
376.13	0.1013	0.134	-86		
376.97	0.1013	0.165	-86		
379.41	0.1013	0.245	-86		
381.47	0.1013	0.3	-86		
383.31	0.1013	0.352	-86		
386.21	0.1013	0.408	-86		
391.33	0.1013	0.483	-86		
394.71	0.1013	0.527	-86		
401.01	0.1013	0.595	-86		
407.63	0.1013	0.652	-86		
413.17	0.1013	0.691	-86		
425.12	0.1013	0.762	-86		
438.80	0.1013	0.824	-86		
452.84	0.1013	0.878	-86		
461.61	0.1013	0.908	-86		
471.36	0.1013	0.938	-86		
482.11	0.1013	0.969	-86		
18	2853	1320	105464	78922	JCT, 144:106087 (2020)	
385.68	0.1013	0.056	-86
386.02	0.1013	0.104	-86
386.36	0.1013	0.164	-86
386.86	0.1013	0.212	-86
389.29	0.1013	0.28	-86
389.54	0.1013	0.302	-86
390.87	0.1013	0.386	-86
391.09	0.1013	0.432	-86
393.52	0.1013	0.496	-86
395.89	0.1013	0.565	-86
399.70	0.1013	0.623	-86
403.53	0.1013	0.7	-86
414.97	0.1013	0.791	-86
420.14	0.1013	0.832	-86
429.96	0.1013	0.874	-86
449.51	0.1013	0.929	-86
462.35	0.1013	0.956	-86
468.54	0.1013	0.966	-86
34	1101	2375	67561	84662
298.136	0.002840	0.055	-86	1929 foo dix 0
298.136	0.004226	0.09	-86	1929 foo dix 0
298.136	0.004320	0.0963	-86	1929 foo dix 0
298.136	0.005906	0.137	-86	1929 foo dix 0
298.136	0.006399	0.158	-86	1929 foo dix 0
298.136	0.007093	0.174	-86	1929 foo dix 0
298.136	0.008173	0.224	-86	1929 foo dix 0
298.136	0.008453	0.224	-86	1929 foo dix 0
298.136	0.008866	0.245	-86	1929 foo dix 0
298.136	0.009733	0.297	-86	1929 foo dix 0
298.136	0.009799	0.304	-86	1929 foo dix 0
298.136	0.009959	0.304	-86	1929 foo dix 0
298.136	0.010106	0.309	-86	1929 foo dix 0
298.136	0.010452	0.335	-86	1929 foo dix 0
298.136	0.010666	0.341	-86	1929 foo dix 0
298.136	0.010919	0.373	-86	1929 foo dix 0
298.136	0.011306	0.375	-86	1929 foo dix 0
298.136	0.012612	0.495	-86	1929 foo dix 0
298.136	0.012679	0.499	-86	1929 foo dix 0
298.136	0.013106	0.555	-86	1929 foo dix 0
298.136	0.013852	0.617	-86	1929 foo dix 0
298.136	0.014039	0.64	-86	1929 foo dix 0
298.136	0.014332	0.683	-86	1929 foo dix 0
298.136	0.014599	0.722	-86	1929 foo dix 0
298.136	0.014812	0.764	-86	1929 foo dix 0
298.136	0.014799	0.778	-86	1929 foo dix 0
298.136	0.015012	0.784	-86	1929 foo dix 0
298.136	0.015052	0.807	-86	1929 foo dix 0
298.136	0.015172	0.81	-86	1929 foo dix 0
298.136	0.015452	0.848	-86	1929 foo dix 0
298.136	0.015545	0.875	-86	1929 foo dix 0
298.136	0.015665	0.883	-86	1929 foo dix 0
298.136	0.015812	0.9	-86	1929 foo dix 0
298.136	0.015879	0.907	-86	1929 foo dix 0
20	1801	1701	74931	74895
313.14	0.349875	0.9397	-86	1977 eng 0
313.14	0.367607	0.8805	-86	1977 eng 0
313.14	0.383515	0.8226	-86	1977 eng 0
313.14	0.399423	0.7657	-86	1977 eng 0
313.14	0.413913	0.7101	-86	1977 eng 0
313.14	0.427085	0.6550	-86	1977 eng 0
313.14	0.439548	0.6017	-86	1977 eng 0
313.14	0.451302	0.5495	-86	1977 eng 0
313.14	0.463157	0.4983	-86	1977 eng 0
313.14	0.471161	0.4610	-86	1977 eng 0
313.14	0.471465	0.4596	-86	1977 eng 0
313.14	0.481496	0.4122	-86	1977 eng 0
313.14	0.491832	0.3631	-86	1977 eng 0
313.14	0.502167	0.3164	-86	1977 eng 0
313.14	0.512198	0.2693	-86	1977 eng 0
313.14	0.520810	0.2230	-86	1977 eng 0
313.14	0.529828	0.1776	-86	1977 eng 0
313.14	0.538846	0.1342	-86	1977 eng 0
313.14	0.547763	0.0895	-86	1977 eng 0
313.14	0.555362	0.0465	-86	1977 eng 0
20	1801	1051	74931	67641
313.14	0.077919	0.0649	-86	1977 eng 0
313.14	0.097272	0.1276	-86	1977 eng 0
313.14	0.115308	0.1890	-86	1977 eng 0
313.14	0.132634	0.2483	-86	1977 eng 0
313.14	0.149252	0.3062	-86	1977 eng 0
313.14	0.165160	0.3623	-86	1977 eng 0
313.14	0.180156	0.4169	-86	1977 eng 0
313.14	0.194747	0.4700	-86	1977 eng 0
313.14	0.208223	0.5214	-86	1977 eng 0
313.14	0.221294	0.5710	-86	1977 eng 0
313.14	0.219977	0.5720	-86	1977 eng 0
313.14	0.232136	0.6208	-86	1977 eng 0
313.14	0.243180	0.6668	-86	1977 eng 0
313.14	0.253920	0.7129	-86	1977 eng 0
313.14	0.264661	0.7564	-86	1977 eng 0
313.14	0.275401	0.8003	-86	1977 eng 0
313.14	0.284723	0.8411	-86	1977 eng 0
313.14	0.295970	0.8834	-86	1977 eng 0
313.14	0.304279	0.9219	-86	1977 eng 0
313.14	0.315121	0.9612	-86	1977 eng 0
20	1801	1101	74931	67561
313.14	0.077615	0.0358	-86	1977 eng 0
313.14	0.114295	0.0729	-86	1977 eng 0
313.14	0.146111	0.1115	-86	1977 eng 0
313.14	0.173772	0.1513	-86	1977 eng 0
313.14	0.197381	0.1925	-86	1977 eng 0
313.14	0.218254	0.2361	-86	1977 eng 0
313.14	0.235175	0.2800	-86	1977 eng 0
313.14	0.249766	0.3254	-86	1977 eng 0
313.14	0.262634	0.3725	-86	1977 eng 0
313.14	0.272362	0.4202	-86	1977 eng 0
313.14	0.271348	0.4216	-86	1977 eng 0
313.14	0.279556	0.4704	-86	1977 eng 0
313.14	0.286446	0.5221	-86	1977 eng 0
313.14	0.293437	0.5753	-86	1977 eng 0
313.14	0.298909	0.6291	-86	1977 eng 0
313.14	0.303772	0.6859	-86	1977 eng 0
313.14	0.308940	0.7441	-86	1977 eng 0
313.14	0.313500	0.8048	-86	1977 eng 0
313.14	0.317958	0.8669	-86	1977 eng 0
313.14	0.322517	0.9320	-86	1977 eng 0
11	1706	1102	121448	64175
337.974	0.05037	0.928	-86	1953 cop eve 0
337.974	0.05462	0.8485	-86	1953 cop eve 0
337.974	0.05711	0.773	-86	1953 cop eve 0
337.974	0.05834	0.713	-86	1953 cop eve 0
337.974	0.0594	0.654	-86	1953 cop eve 0
337.974	0.06015	0.6055	-86	1953 cop eve 0
337.974	0.06121	0.2405	-86	1953 cop eve 0
337.974	0.06161	0.304	-86	1953 cop eve 0
337.974	0.06169	0.4415	-86	1953 cop eve 0
337.974	0.06177	0.3705	-86	1953 cop eve 0
337.974	0.05963	0.104	-86	1953 cop eve 0
18	1710	1102	109897	64175
330.035	0.101	0.914	-86	1969 nak tob 0
331.035	0.101	0.857	-86	1969 nak tob 0
332.335	0.101	0.803	-86	1969 nak tob 0
334.934	0.101	0.704	-86	1969 nak tob 0
335.934	0.101	0.659	-86	1969 nak tob 0
337.134	0.101	0.619	-86	1969 nak tob 0
338.833	0.101	0.56	-86	1969 nak tob 0
340.633	0.101	0.505	-86	1969 nak tob 0
342.932	0.101	0.432	-86	1969 nak tob 0
343.832	0.101	0.406	-86	1969 nak tob 0
345.331	0.101	0.36	-86	1969 nak tob 0
347.831	0.101	0.265	-86	1969 nak tob 0
348.93	0.101	0.222	-86	1969 nak tob 0
349.43	0.101	0.194	-86	1969 nak tob 0
349.93	0.101	0.167	-86	1969 nak tob 0
350.23	0.101	0.145	-86	1969 nak tob 0
351.13	0.101	0.074	-86	1969 nak tob 0
351.13	0.101	0.032	-86	1969 nak tob 0
