24227 TRCID	CASRN	Nist-Kt
779	1117868	1 1 6 2 1 3 1 34 1 204
780	111795	2 1 5 2 1 6 1 58
781	1118009	3 1 1 2 1 4 1 59
782	1118123	3 1 1 4 1 180
783	111819	1 1 7 2 1 5 1 52
784	111820	2 1 9 2 1 52
785	111831	1 1 7 2 1 130
786	111842	2 1 7 2
787	111853	1 1 6 2 1 99
788	111864	1 1 6 2 1 67
789	1118689	1 1 1 2 1 74 1 94
790	1118690	2 1 1 42 1 73
791	1118714	6 1 1 4 1 43 1 45
792	111875	1 1 7 2 1 34
793	1118849	1 2 1 5 1 42 1 52
794	111886	1 1 6 2 1 139
795	1118929	1 1 6 2 1 162
796	111897	5 2 2 59
797	111911	1 2 2 60 2 99
798	1119160	2 1 2 2 1 3 1 48
799	111922	2 1 5 2 1 72
800	1119400	2 1 1 2 2 52
801	111944	1 2 1 72 2 86
802	1119466	3 2 1 94 1 99
803	1119499	2 1 2 2 1 168
804	1119513	3 2 1 5 1 130
805	1119626	2 2 2 94 2 143
806	1119659	2 1 3 2 1 14
807	111977	1 2 2 86 1 143
808	1119864	1 1 8 2 1 3 1 34 1 204
809	1120065	2 1 7 2 1 3 1 204
810	1120076	1 1 7 2 1 169
811	1120167	1 1 10 2 1 169
812	1120214	2 1 9 2
813	1120247	2 1 9 2 1 74
814	1120258	2 1 11 2 1 6 1 52
815	1120281	2 1 17 2 1 52
816	1120292	2 1 6 2 2 14
817	1120349	2 1 17 2 1 6 1 52
818	1120361	1 1 11 2 1 5
819	1120485	2 1 13 2 1 72
820	1120496	2 1 17 2 1 72
821	112050	1 1 7 2 1 94
822	1120532	2 30
823	1120565	3 27 1 31
824	1120576	3 27 1 100
825	112061	1 1 6 2 1 51
826	1120623	1 1 2 27 1 28 1 30
827	1120645	1 1 2 27 1 64 1 93
828	1120725	1 1 3 27 1 28 1 47
829	1120736	1 1 2 27 1 32 1 47
830	1120872	1 77 1 130
832	1120974	1 1 2 27 1 28 1 63 1 64
833	112107	3 1 15 2 1 3 1 52
834	1121148	1 27 1 60 1 93 1 137
835	1121251	1 1 1 78 1 205
836	112129	1 1 8 2 1 42
837	112130	1 1 7 2 1 43 1 110
838	1121375	4 27 1 28 1 44
839	112141	1 1 7 2 1 51
840	1121557	1 5 1 77
841	1121604	1 48 1 77
842	112163	1 1 9 2 1 43 1 110
843	112174	1 1 9 2 1 51
844	1121784	1 1 1 78 1 205
845	112185	2 1 11 2 1 74
846	1121897	3 27 1 170
847	1121922	7 27 1 83
848	112209	1 1 7 2 1 67
849	112232	1 1 6 2 1 55
850	1122425	3 15 2 18 1 129
851	112243	2 2 2 67 2 72
852	112254	1 1 5 2 1 39
853	1122549	1 42 1 77
854	1122583	1 1 1 74 1 77
855	1122607	5 27 1 28 1 137
856	1122629	1 42 1 77
857	112265	2 2 2 60 2 99
858	1122696	2 1 1 2 1 78
859	112276	2 2 2 39
860	1122812	1 1 2 2 1 77
861	1122914	4 15 1 49 1 131
862	112298	1 1 9 2 1 130
863	112301	1 1 9 2 1 34
864	1123097	2 1 2 27 1 28 1 32 1 47
865	112312	1 1 8 2 1 48
866	112323	1 1 7 2 1 55
867	1123257	1 1 5 27 1 29 1 94
868	112356	3 2 1 39 1 59 1 60
869	112378	1 1 9 2 1 94
870	1123848	3 15 1 22 2 109
871	1123860	1 1 5 27 1 28 1 43
872	112389	8 2 1 5 1 94
873	112390	2 1 13 2 1 52
874	112403	2 1 10 2
875	1124114	4 18 2 82
876	112414	1 1 9 2 1 5
877	112425	1 1 10 2 1 34
879	112447	1 1 9 2 1 48
880	1124636	3 2 5 27 1 28 1 34
881	112470	10 2 2 34
882	112505	1 1 3 2 1 39 2 60
883	112527	1 1 10 2 1 99
884	112538	1 1 11 2 1 34
885	112549	1 1 10 2 1 48
886	112550	1 1 10 2 1 139
887	112572	3 2 2 67 3 72
888	1125786	3 15 2 16 4 27 1 37
889	1125800	6 15 2 17 1 18 1 82
890	112583	2 1 9 2 1 60
891	1125888	5 15 1 20 2 59
892	1126007	5 15 1 30 1 81 1 92
893	112618	2 1 15 2 1 52
894	112629	2 1 13 2 1 6 1 52
895	112630	2 1 11 2 2 6 1 52
896	112641	1 1 11 2 1 43 1 110
897	112663	1 1 11 2 1 51
898	112674	1 1 13 2 1 43 1 110
899	1126789	1 1 3 2 5 15 1 80
900	1126790	1 1 3 2 5 15 1 65
901	1126803	1 1 3 2 5 15 1 151
902	112696	2 1 15 2 1 74
903	112709	1 1 12 2 1 34
904	112721	1 1 13 2 1 34
905	112754	2 1 13 2 1 74
906	112765	1 1 15 2 1 43 1 110
907	1127760	1 1 7 15 2 17 1 19
908	112798	1 1 14 2 1 6 1 94
909	112801	1 1 14 2 1 6 1 94
910	112823	1 1 15 2 1 130
911	112856	1 1 20 2 1 94
912	112867	1 1 18 2 1 6 1 94
913	112889	1 1 15 2 1 5
914	112890	1 1 17 2 1 130
915	112925	1 1 17 2 1 34
916	112958	2 1 18 2
917	1129653	1 1 3 2 5 15 1 26
918	1129697	1 1 5 2 1 77
919	1129904	1 14 10 27
921	1131153	5 15 1 16 1 27 1 28 1 97
922	1131608	4 15 1 16 5 27 1 28 1 37
923	1132214	2 1 3 15 2 65 1 96
924	1134878	1 3 5 15 1 19 2 42
925	1137413	9 15 1 16 1 46 1 79
926	1138529	6 1 3 15 2 21 1 37
927	1139828	8 15 4 16 2 27 1 47
928	1142398	1 1 5 2 4 15 1 65 1 96
929	114261	2 1 1 3 4 15 2 65 1 166
930	1145320	1 2 5 15 1 94 1 168 1 173
931	1148794	2 77 1 78
932	115071	1 1 1 5
933	115106	1 1 1 59
934	115184	2 1 1 4 1 5 1 205
935	115220	2 1 1 4 1 42 1 205
936	115242	4 1 2 2 1 4 2 155
937	115253	4 114
938	115322	8 15 1 16 1 21 1 106 2 109 1 205
939	115673	3 1 1 2 1 29 1 64 1 171
940	115695	1 1 2 2 2 34 1 69
941	115708	1 1 3 2 2 34 1 69
942	115764	2 1 4 2 1 4 2 34
943	115775	4 2 1 4 4 34
944	115844	2 1 6 2 1 4 2 34
948	115957	3 1 2 2 1 4 1 5 1 8 1 51
949	1159860	14 15 2 16 2 46
951	116110	1 1 1 7 1 59
952	116154	1 9 1 112 3 119
953	116279084	1 2 1 13 4 27 1 28
954	116290	6 15 1 16 4 109 1 160
955	116530	2 1 1 2 1 3 1 94
956	116541	1 1 1 53 2 110
957	1166525	1 1 11 2 2 15 3 37 1 56
958	117102	6 15 4 16 2 37 2 47
959	117124	6 15 4 16 2 37 2 47
960	117260	1 1 1 2 8 15 1 16 1 20 2 109 1 134
961	117271	1 1 8 15 1 16 1 20 2 109 1 134
962	117340	10 15 1 16 1 20 1 94
963	117522	1 2 1 3 4 15 2 16 1 30 1 32 1 33 1 42 1 47 2 64 1 205
964	117793	7 15 4 16 2 47 1 79
965	117806	4 15 2 16 1 33 2 47 2 108
966	117840	2 1 14 2 4 15 2 56
967	118412	3 1 2 15 3 65 1 96
968	1184607	1 1 1 7 1 119
969	1185337	3 1 2 2 1 4 1 34
970	118581	9 15 1 19 1 37 1 56
972	118616	1 1 1 2 4 15 1 37 1 56
973	1186318	2 1 3 2 1 4 1 5 1 205
974	1186738	3 1 1 53 2 58
975	118694	3 15 1 18 2 109
976	1187037	4 1 4 2 1 184
977	118741	6 109
978	1187582	1 1 1 2 1 166
979	1187935	1 9 1 62 6 119
980	118796	2 15 1 37 3 131
981	118901	4 15 1 18 1 96
982	118912	4 15 1 96 1 109
983	118923	4 15 1 79 1 96
984	118934	1 1 4 15 1 37 1 46
985	118967	2 15 1 18 3 136
986	1190223	1 1 1 2 1 99 1 100
987	1190392	2 1 6 2 1 52 1 58
988	1190632	2 1 30 2 1 52
989	1191088	2 2 2 139
990	1191168	2 1 1 2 1 8 1 51
991	1191953	3 27 1 47
992	1191964	1 1 1 2 2 27 1 28
993	1191997	2 27 1 30 1 64
994	1192376	5 27 1 31
995	119266	3 15 1 70 1 80 2 136
996	119277	1 1 3 15 1 65 2 136
997	1193120	2 1 4 27 1 29 1 83
998	1193211	2 15 2 82 2 109
999	119324	3 15 1 18 1 79 1 136
1000	1193551	1 1 3 27 1 28 2 47
1001	119368	1 1 4 15 1 37 1 56
1002	119426	4 15 1 16 5 27 1 28 1 37
1003	1194656	3 15 1 89 2 109
1004	1195091	1 1 3 15 1 18 1 37 1 65
1005	119528	2 1 8 15 1 20 1 46 2 65 1 204
1006	1195320	1 1 4 15 1 18 1 24
1007	119539	10 15 1 20 1 46 1 204
1008	1195422	2 1 1 3 5 27 1 73
1009	119619	10 15 1 16 1 46
1010	119642	4 15 2 16 4 27
1011	119653	7 15 2 17 1 82
1012	1196572	4 15 1 16 1 92 1 176
1013	1196583	2 1 2 2 5 15 1 20
1014	1197348	2 1 3 15 2 19 1 37
1015	1197406	1 2 2 30 2 32 2 64
1016	119755	9 15 1 16 1 80 1 136
1017	1197553	4 15 1 19 1 79 1 94
1018	1198374	5 15 2 17 2 18 1 82
1019	1198556	2 37 4 109
1020	119915	12 15 2 16 4 17 2 82
1021	120070	4 2 5 15 2 34 1 81
1022	120127	10 15 4 17
1023	1202251	3 1 4 15 1 56 1 81
1025	120365	1 1 1 3 3 15 1 65 1 94 2 109
1026	1204291	1 1 3 15 1 19 2 136
1027	120456	2 1 5 15 1 20 1 52
1028	120467	1 2 10 15 2 46
1029	120478	1 1 1 2 4 15 1 37 1 56
1030	120503	2 1 1 2 1 3 5 15 1 56
1031	120514	10 15 1 19 1 56
1032	1205647	9 15 1 16 1 18 1 80
1033	120616	2 1 4 15 2 56
1034	120661	1 1 4 15 1 18 1 176
1035	120672	3 15 1 16 1 39 2 109
1036	120729	4 15 1 16 1 30 1 80
1037	120730	2 15 1 16 1 80 2 82 1 92
1038	120809	4 15 2 37
1039	120832	3 15 1 37 2 109
1040	1208522	8 15 1 16 1 19 2 79
1041	120923	4 27 1 47
1042	120934	2 27 1 182
1043	120945	1 1 4 27 1 84
1044	120956	6 1 2 2 3 15 2 21 1 37
1045	121142	3 15 1 18 2 136
1046	121324	1 1 1 2 3 15 1 37 1 49 1 65
1047	121346	1 1 3 15 1 37 1 65 1 96
1049	121448	3 1 2 2 1 75
1052	121528	4 15 1 70 1 136 1 160
1054	121697	2 1 5 15 1 81
1055	121711	1 1 4 15 1 37 1 46
1056	121722	2 1 4 15 1 18 1 81
1057	121733	4 15 1 109 1 136
1059	121824	3 27 3 84 3 137
1060	121879	3 15 1 79 1 109 1 136
1061	121926	4 15 1 96 1 136
1062	121982	2 1 4 15 1 56 1 65
1063	122009	1 1 4 15 1 18 1 46
1064	122010	4 15 1 46 1 109 1 110
1065	122032	2 1 4 15 1 20 1 49
1066	122043	4 15 1 46 1 110 1 136
1067	122112	2 1 5 15 2 65 1 79 1 80 2 82 1 160
1068	122203	3 1 2 2 3 3 1 75 3 204
1069	122281	1 1 4 15 1 136 1 176
1070	122349	2 1 2 2 2 80 3 82 1 109
1071	122394	10 15 1 16 1 80
1072	122463	1 1 4 15 1 18 1 57
1073	122510	3 1 1 3 3 60
1075	122576	5 15 1 23 1 42
1076	122601	1 2 5 15 1 65 1 188
1077	122623	4 1 16 2 2 3 2 52
1078	122634	1 1 5 15 1 19 1 52
1079	122667	10 15 2 80
1080	122725	2 2 5 15 1 19 1 51
1081	122781	5 15 1 19 1 48
1082	122792	1 1 5 15 1 57
1083	122883	1 2 4 15 1 65 1 94 1 109
1084	122963	4 2 4 27 2 34 2 84
1085	122974	2 2 5 15 1 19 1 34
1086	122985	2 2 5 15 1 34 1 80
1087	122996	5 15 1 16 1 39
1088	123002	2 2 3 27 1 63 1 67 1 84
1089	123013	1 1 10 2 5 15 1 19
1090	123024	1 1 11 2 5 15 1 19
1091	123046	2 1 4 2 1 3 1 99
1092	123057	2 1 4 2 1 3 1 48
1093	123079	1 1 4 15 1 19 1 37
1094	123115	1 1 4 15 1 49 1 65
1095	123159	2 1 2 2 1 3 1 48
1096	123171	5 1 3 2 4 3 1 204
1097	123182	5 1 2 2 3 3 1 43
1098	123193	2 1 3 2 1 43
1099	123206	1 1 1 2 1 5 1 52
1100	123240	4 1 10 2 3 3 1 204
1101	123251	2 1 2 2 2 52
1102	123295	2 1 7 2 1 52
1103	123308	4 15 1 37 1 79
1104	123319	4 15 2 37
1105	123320	2 15 2 18 2 82
1106	123331	2 15 2 37 2 82
1107	123353	2 1 2 2 1 5 1 7 1 8
1108	123386	1 1 1 2 1 48
1109	123397	1 48 1 71
1110	123546	1 2 2 42
1111	123568	2 27 1 170
1112	123626	2 1 2 2 1 97
1113	123637	3 1 3 28 3 64
1114	123660	2 1 4 2 1 52
1115	123728	1 1 2 2 1 48
1116	123739	1 1 1 6 1 48
1117	123762	2 2 1 42 1 94
1118	123795	2 1 16 2 2 52
1119	123808	2 1 2 2 2 52
1120	123820	2 1 4 2 1 68
1121	123864	1 1 3 2 1 51
1122	123911	2 27 2 63
1123	123922	2 1 2 2 1 3 1 51
1124	123955	2 1 18 2 1 52
1125	123966	2 1 5 2 1 3 1 204
1126	123999	7 2 2 94
1127	124027	1 2 2 5 1 72
1128	124049	4 2 2 94
1129	124061	2 1 12 2 1 52
1130	124072	1 1 6 2 1 94
1131	124094	4 2 2 67
1132	124107	2 1 11 2 1 52
1133	124118	1 1 6 2 1 5
1134	124129	1 1 5 2 1 86
1135	124130	1 1 6 2 1 48
1136	124185	2 1 8 2
1137	124196	1 1 7 2 1 48
1138	124221	1 1 10 2 1 67
1139	124254	1 1 12 2 1 48
1140	124265	1 1 16 2 1 169
1141	124287	2 1 17 2 1 74
1142	124301	1 1 16 2 1 67
1144	124403	1 1 1 71
1145	124481	1 100 2 130
1146	124630	1 1 1 110 1 155
1147	124685	2 1 1 2 1 34 1 69
1148	124732	2 114 2 130
1149	126114	3 2 3 34 1 135
1150	126330	4 27 1 155
1151	1263634	8 1 4 2 4 32 5 33 2 52 2 83 2 93
1152	126396	2 1 1 2 2 27 1 29 2 64
1153	126545	2 27 1 29 4 63
1157	126818	2 1 3 27 1 29 2 47
1158	126841	4 1 1 4 2 60
1159	126987	1 1 1 7 1 91
1160	126998	1 5 1 7 1 108
1161	127004	1 1 1 3 1 99 1 204
1162	127060	
1163	127071	1 34 1 180
1164	127173	1 42 1 94
1165	127184	1 9 4 108
1166	127195	1 1 1 162
1167	127219	1 45 1 110 2 119 1 124
1168	127413	3 1 1 6 2 27 1 28 1 29 1 32 1 42
1169	127639	10 15 1 16 1 160
1170	127662	1 1 1 13 5 15 1 21 1 205
1171	12771685	1 1 7 15 1 16 1 21 2 27 1 28 1 65 2 82 1 205
1172	127797	6 15 1 18 1 79 1 80 2 82 1 160
1173	127913	2 1 3 27 2 28 1 29 1 31
1174	128392	6 1 3 15 2 21 1 37
1176	128950	6 15 4 16 2 47 2 79
1177	129000	10 15 6 17
1178	129793	5 15 4 16 1 47 3 136
1179	13002103	3 1 5 2 1 3 2 60
1180	130154	4 15 2 16 1 30 2 47
1181	130165	5 15 2 17 1 37 1 82 1 109
1182	13019200	3 1 2 2 1 3 1 43
1184	13029088	8 15 2 16 2 109
1185	13029099	8 15 2 16 2 131
1187	13048174	3 27 1 30 1 87
1188	131099	7 15 4 16 2 47 1 109
1189	131113	2 1 4 15 2 56
1190	13116535	2 99 1 104
1191	13116604	1 1 1 103 1 104
1192	131168	2 1 4 2 4 15 2 56
1193	131179	2 2 2 5 4 15 2 56
1194	131180	2 1 8 2 4 15 2 56
1196	13150817	4 1 6 2 2 3
1197	13151047	2 1 3 2 1 3 1 5
1198	13151058	2 1 3 2 1 3 1 5
1199	131588	9 15 1 16 1 18 1 46
1200	13169001	1 10 1 59
1201	131737	4 15 1 16 1 80 6 136
1202	13179969	4 2 2 59
1203	13179981	6 2 2 59
1205	13222850	8 15 2 16 2 18 1 97
1207	13231817	2 1 4 2 1 3 1 34
1209	13254347	4 1 3 2 1 3 1 4 1 205
1210	132649	8 15 4 16 1 64
1211	132650	8 15 3 16 1 151
1212	132752	7 15 1 16 2 17 1 86
1213	13287213	3 1 10 2 1 3
1217	133084	3 1 5 2 1 53 1 58
1218	133131	3 1 3 2 1 53 1 58
1219	13325105	3 2 1 34 1 67
1221	13344008	2 1 4 2 2 60
1222	133595	4 15 1 18 1 110 1 160
1223	13360457	1 1 3 15 1 16 1 59 1 109 1 131 1 183
1224	13360617	1 1 12 2 1 5
1225	13360639	2 1 3 2 1 72
1226	13362806	5 15 2 17 2 18 1 82
1227	13373972	1 1 18 2 1 139
1228	13389429	2 1 4 2 1 6
1229	133904	2 15 1 79 1 96 2 109
1230	13419697	1 1 2 2 1 6 1 94
1231	134203	1 1 4 15 1 56 1 79
1232	13423159	1 1 2 27 1 28 1 63
1233	13432252	4 1 1 2 3 3 1 204
1234	134327	7 15 2 17 1 79
1235	13444241	1 1 1 2 4 27 1 28 1 84 1 204
1238	13466789	3 1 2 27 2 28 1 29 1 32
1239	13475768	3 1 22 2 1 3
1240	13475815	6 1 2 2 2 4
1241	13475826	7 1 2 2 1 3 2 4
1242	13481259	2 15 2 82 2 89
1243	134816	10 15 2 46
1244	134849	9 15 1 16 1 18 1 46
1245	135013	2 1 4 15 2 19
1246	135024	1 1 4 15 1 49 1 65
1247	13506768	3 15 1 18 1 96 1 136
1248	13509529	3 1 1 32 1 47 1 184
1249	13511132	1 2 1 5 4 27 1 32
1250	13511381	2 1 1 4 1 94 1 99
1251	135193	7 15 2 17 1 37
1252	13523869	2 1 1 3 3 15 2 16 1 30 1 41 1 72 1 80
1254	13540506	8 15 1 16 2 18 1 19
1255	13545045	2 1 2 3 2 94
1256	135488	14 15 8 17
1257	13556586	1 1 1 2 4 15 2 16 3 27 1 28
1258	135671	8 15 3 16 1 64 1 80
1259	135706	18 15 6 16
1260	13576200	2 1 2 84 1 184
1261	135773	3 1 3 15 3 65
1262	135886	12 15 1 16 2 17 1 80
1264	135988	2 1 1 2 5 15 1 20
1267	13632945	2 1 3 15 1 18 2 19
1269	13643055	2 1 1 3 1 10
1270	13643088	2 1 2 2 2 6
1271	13651144	3 15 2 18 1 19 1 34
1272	136607	1 1 3 2 5 15 1 56
1273	13673922	2 15 2 37 2 109
1274	136776	1 1 4 2 3 15 1 19 2 37
1275	136812	1 1 3 2 4 15 1 19 1 37
1276	13688670	7 2 2 5
1277	137053	1 1 1 7 1 58 1 91
1278	137188	2 1 2 32 2 47
1279	13721545	1 1 1 2 1 5 1 14
1281	13730091	3 15 2 18 1 89
1282	137326	2 1 2 2 1 3 1 34
1283	137439	4 27 1 28 1 130
1284	137586	2 1 2 2 3 15 2 18 1 75 1 176
1285	13781538	1 86 1 148
1286	137893	4 1 10 2 2 3 4 15 2 56
1287	138227	2 1 3 2 1 53 1 204
1288	13838169	1 61 1 114 2 119 1 123
1290	13863417	1 110 1 130
1291	13877913	3 1 1 2 1 5 2 8
1293	138863	2 1 1 7 3 27 1 28 1 32
1295	139139	2 2 1 75 3 94
1296	139402	4 1 2 3 2 80 3 82 1 109
1297	139457	3 1 2 2 1 3 3 52
1298	13945761	2 1 20 2 1 52
1299	13952846	2 1 1 2 1 68
1300	139662	10 15 1 16 1 151
1301	139855	3 15 2 37 1 49
1302	139877	1 1 4 2 2 34 1 75
1303	13991372	1 1 1 2 1 6 1 94
1304	14003340	4 15 2 17 1 18 1 37 2 82
1305	14010232	2 1 15 2 1 52
1306	140103	5 15 1 23 1 94
1307	140114	5 15 1 19 1 51
1308	140249	6 2 10 15 2 19 2 52
1309	140294	5 15 1 16 1 86
1310	140318	1 2 4 27 1 67 1 83 1 84
1311	14034798	1 34 1 119
1312	14035815	1 1 1 2 1 27 1 28 1 97
1313	14035962	3 1 2 2 1 53 1 58
1314	140396	1 1 4 15 1 18 1 57
1315	140669	5 1 1 2 1 4 4 15 1 21 1 37
1316	140670	1 1 1 5 4 15 1 19 1 65
1317	14072867	2 1 3 27 1 29 1 30
1318	14072878	3 1 1 4 3 27 1 28 1 30
1319	140761	1 1 1 5 1 78
1321	140885	1 1 1 2 1 5 1 58
1322	14090870	1 1 3 2 1 42 1 43
1323	14094123	4 1 1 4 1 155
1324	140954	2 2 2 34 1 182
1325	14098443	4 15 2 16 5 27 3 63 2 64
1326	141037	2 1 6 2 2 52
1327	141048	4 1 4 2 2 3 2 52
1328	141059	2 1 2 2 1 6 2 58
1329	141060	2 1 4 2 1 52
1330	141106	3 1 2 2 1 6 2 8 1 42
1331	141286	2 1 4 2 2 52
1332	14130053	1 1 17 2 1 67
1333	141322	1 1 3 2 1 5 1 58
1334	141435	1 2 1 34 1 67
1335	14145449	2 1 1 2 2 7
1336	14156106	1 1 7 2 1 34 1 52
1337	14167590	2 1 32 2
1338	141708	6 1 2 2 2 4 1 7
1339	141720	4 1 4 2 1 4 2 60
1340	14173627	1 2 2 51 3 75 3 137
1341	14174084	4 15 2 16 4 27 2 63 2 64
1342	14174095	8 15 4 16 8 27 4 63 4 64
1343	141753	1 1 1 2 1 43 1 110
1344	141786	1 1 1 2 1 51
1345	141797	2 1 1 8 1 42
1346	141822	1 2 2 94
1347	141866	2 70 1 78
1348	14187327	8 15 4 16 6 27 2 63 4 64
1349	141913	2 1 2 27 2 28 1 64 1 83
1350	141935	2 1 4 15 2 19
1351	141979	1 1 1 2 1 42 1 52
1352	72762006	1 77 1 205
1353	14213162	1 1 5 15 1 81 2 84 1 93
1354	142187	1 1 11 2 1 3 1 34 1 52 1 204
1355	142289	1 2 2 99
1356	142290	3 27 1 30
1357	14233864	1 1 2 2 1 75 1 119 1 137
1360	142450	1 14 2 94
1361	142609	2 1 7 2 1 52
1362	142621	1 1 4 2 1 94
1363	14267926	2 2 1 13 1 99
1364	14272470	2 1 5 2 1 3 1 94
1365	142734	1 2 1 72 2 94
1366	142778	2 1 16 2 1 6 1 52
1367	142825	2 1 5 2
1368	142847	2 1 3 2 1 72
1369	14287617	3 1 2 3 1 94
1370	14290927	4 1 1 4 1 143
1371	142916	3 1 13 2 1 3 1 52
1372	142927	1 1 5 2 1 51
1373	142961	2 1 5 2 1 60
1374	14296801	2 27 2 31
1375	143077	1 1 10 2 1 94
1376	143088	1 1 8 2 1 34
1377	14309321	
1378	14309412	1 1 7 2 4 15 1 56 1 79
1379	143102	1 1 8 2 1 139
1380	14310204	9 15 1 18 2 19
1381	143135	1 1 8 2 1 51
1382	143157	1 1 11 2 1 130
1383	143168	2 1 9 2 1 72
1384	143226	1 1 5 2 1 39 2 60
1385	143248	5 2 2 59 3 60
1386	143271	1 1 14 2 1 67
1387	14352615	1 1 5 27 1 28 1 52
1388	1435434	3 15 1 109 2 118
1389	1435445	3 15 1 109 2 118
1390	1435489	3 15 2 109 1 118
1392	1436437	6 15 2 17 1 82 1 89
1393	14371109	5 15 1 23 1 48
1394	14376819	3 27 2 100
1395	1438148	2 1 1 3 1 188
1396	144194	4 1 1 2 2 3 1 4 1 34 1 204
1397	14433762	1 1 8 2 1 162
1398	14446674	1 2 1 5 5 27 1 84
1399	1445234	3 1 2 15 2 18 1 21 1 37
1400	1445450	1 1 1 4 3 59
1401	1445734	1 1 4 27 1 47 1 84
1402	144627	2 94
1403	14476303	1 1 1 2 1 4 3 130
1404	14476370	2 1 7 2 1 43
1406	14508497	3 15 2 82 1 109
1407	1450857	3 15 2 82 1 150
1408	1452773	4 15 1 82 1 172
1409	1453243	1 1 1 2 4 27 1 32
1410	1453254	1 1 5 27 1 32
1411	1453583	1 1 1 30 1 83 1 93
1412	1453823	4 15 1 82 1 172
1413	14548460	5 15 1 46 1 77
1414	1454848	1 1 18 2 1 34
1415	1454859	1 1 16 2 1 34
1417	1455205	1 1 3 2 1 148
1418	1455216	1 1 7 2 1 139
1419	14556139	4 1 2 2 3 15 2 20 1 37
1420	1459092	1 1 14 2 5 15 1 19
1421	1459105	1 1 12 2 5 15 1 19
1422	1459116	9 1 3 15 3 21
1423	1459934	2 1 4 15 2 56
1424	1460022	9 1 3 15 3 21
1425	14609791	6 1 1 3 2 4 1 204
1426	14610378	3 1 1 4 1 71
1428	1462039	1 1 4 27 1 29 1 205
1429	1462073	2 1 1 3 3 27 1 32
1430	146225	8 15 2 16 1 27 1 93 1 136 1 176
1431	1462846	2 15 3 18 1 82
1432	14641248	2 2 1 3 1 34 1 39 1 204
1433	14642489	2 1 3 3 3 204
1434	1466768	2 1 3 15 2 65 1 96
1435	1467794	1 1 1 74 1 91
1436	14679131	1 1 2 15 3 18 1 24
1437	14686136	2 1 3 2 1 6
1438	1468833	1 42 1 148
1439	1470504	1 1 4 2 1 6 1 94
1440	1470946	3 15 2 16 3 27 1 37
1441	1471041	3 1 1 4 1 5 1 60
1442	14720742	5 1 3 2 1 3 1 4
1443	14752751	1 1 15 2 5 15 1 19
1445	14811951	16 2 2 5
1446	148243	6 15 2 17 1 37 1 82
1447	1483643	2 2 20 15 2 16 2 20
1448	1484099	2 1 1 3 8 15 3 16 1 81
1449	1484124	1 1 8 15 3 16 1 81
1450	1484840	2 2 4 27 1 28 1 34 1 83
1451	148538	1 1 3 15 1 37 1 49 1 65
1453	1487189	1 5 1 30 1 32 1 64
1455	1489538	3 15 3 118
1456	1489607	1 1 2 27 1 32
1457	698873	1 1 1 3 5 15 1 19 1 204
1459	14919018	2 1 4 2 1 6
1460	14920899	2 1 1 30 1 33 1 64
1461	14924539	1 1 1 2 3 27 1 53
1462	1493023	1 48 1 119
1463	149304	4 15 1 16 1 93 1 151 1 152
1464	149315	2 1 2 2 2 3 1 34 1 204
1465	1493158	1 112 1 152
1466	1493272	4 15 1 118 1 136
1468	14938353	1 1 3 2 4 15 1 19 1 37
1470	14944286	1 1 1 4 4 15 2 16 3 27 1 205
1471	149575	2 1 4 2 1 3 1 94
1472	149735	1 3 3 59
1473	14979396	3 1 3 2 2 3 1 204
1474	1498697	1 1 2 2 9 15 4 17 1 19
1475	1498960	1 1 3 2 4 15 1 65 1 96
1476	1499101	18 15 4 16 4 17
1477	149917	2 15 3 37 1 96
1478	150130	4 15 1 79 1 96
1479	1501582	2 1 2 27 1 33
1480	150196	1 1 4 15 1 37 1 65
1481	1502052	9 27 1 28 1 204
1482	1502063	9 27 1 47
1483	1502381	1 1 7 27 1 28
1484	1502472	3 70 1 84 6 93
1485	15045439	4 1 2 27 2 29 1 64
1486	1504581	1 2 5 15 1 26 1 34
1488	150685	2 1 4 15 1 16 1 109 1 183
1489	150696	1 1 1 2 4 15 1 65 1 185
1490	150765	1 1 4 15 1 37 1 65
1491	150787	2 1 4 15 2 65
1492	15082130	1 1 1 27 1 31 1 32
1493	1508754	1 1 1 2 5 15 1 20 1 34 1 77 1 165
1494	151100	2 1 4 15 2 65
1495	1511622	1 113 1 130
1496	151199	4 1 4 2 1 3 1 4 1 205
1497	15131552	4 27 1 28 2 30 1 61
1498	1513628	2 1 2 54 1 114 4 119
1499	15146006	2 1 3 15 1 18 1 20 1 109
1501	151677	1 100 1 112 1 130
1503	15174693	3 15 1 18 1 37 1 49
1504	1517631	9 15 1 16 1 18 1 20 1 204
1505	15181110	6 1 3 15 1 18 2 21
1506	1518725	4 1 2 3 2 143
1507	15192800	2 1 3 6
1508	1521386	2 1 3 15 2 65 1 96
1509	1521513	3 27 1 28 1 30 1 130
1511	1522221	1 43 1 45 1 112 3 119
1512	1522469	3 1 1 2 1 3 1 42 1 53
1513	1522889	4 2 1 4 4 128
1514	1523111	1 1 7 15 2 17 1 57
1515	15232856	1 1 4 2 4 27 1 32
1516	15232969	5 15 1 16 3 27 1 28 1 30
1517	15268492	3 1 2 2 1 3 1 60
1518	1528218	1 1 1 8 3 27
1519	1528252	3 1 3 2 1 3 1 43
1520	1528309	4 27 1 31
1521	1529686	2 2 2 3 4 130
1522	1530036	1 1 1 2 10 15 1 16 1 20
1523	1530047	1 1 4 2 10 15 1 16 1 20
